"","Sample.ID","Site","Transect","Species","Average.Diameter.cm","LifeStage"
"806",1469,"S5","T6","P. meandrina",5.52466666666667,">5cm-14cm"
"807",1470,"S5","T6","P. meandrina",0.789333333333333,"0-2cm"
"808",1471,"S5","T6","P. meandrina",12.6996666666667,">5cm-14cm"
"809",1472,"S5","T6","P. meandrina",1.01466666666667,"0-2cm"
"810",1473,"S5","T6","P. meandrina",2.72666666666667,">2cm-5cm"
"811",1474,"S5","T6","P. tuahiniensis",2.553,">2cm-5cm"
"812",1475,"S5","T6","P. meandrina",2.51933333333333,">2cm-5cm"
"813",1476,"S5","T6","P. verrucosa",18.31,">14cm"
"814",1477,"S5","T6","P. effusa",1.241,"0-2cm"
"815",1478,"S5","T6","P. meandrina",1.167,"0-2cm"
"816",1479,"S5","T6","P. meandrina",0.842,"0-2cm"
"817",1480,"S5","T6","P. meandrina",2.52,">2cm-5cm"
"818",1481,"S5","T6","P. meandrina",2.668,">2cm-5cm"
"819",1483,"S5","T6","P. tuahiniensis",8.9,">5cm-14cm"
"820",1485,"S5","T6","P. effusa",0.966666666666667,"0-2cm"
"821",1486,"S5","T6","P. meandrina",1.153,"0-2cm"
"822",1487,"S5","T6","P. verrucosa",2.04733333333333,">2cm-5cm"
"823",1488,"S5","T6","P. effusa",1.07033333333333,"0-2cm"
"824",1489,"S5","T6","P. grandis",1.269,"0-2cm"
"825",1490,"S5","T6","P. meandrina",1.69933333333333,"0-2cm"
"826",1491,"S5","T6","P. effusa",1.48966666666667,"0-2cm"
"827",1492,"S5","T6","P. meandrina",1.77966666666667,"0-2cm"
"828",1493,"S5","T6","P. acuta",0.678333333333333,"0-2cm"
"829",1495,"S15","T1","P. meandrina",10.3073333333333,">5cm-14cm"
"830",1496,"S15","T1","P. meandrina",16.2513333333333,">14cm"
"831",1497,"S15","T1","P. meandrina",18.792,">14cm"
"832",1498,"S5","T6","P. meandrina",1.317,"0-2cm"
"833",1499,"S5","T6","P. meandrina",2.656,">2cm-5cm"
"834",1500,"S5","T6","P. meandrina",1.288,"0-2cm"
"835",1501,"S5","T6","P. meandrina",4.10633333333333,">2cm-5cm"
"836",1502,"S5","T6","P. meandrina",9.01,">5cm-14cm"
"837",1503,"S5","T6","P. effusa",1.953,"0-2cm"
"838",1504,"S2","T1","P. meandrina",3.338,">2cm-5cm"
"839",1505,"S2","T1","P. effusa",2.16066666666667,">2cm-5cm"
"840",1506,"S2","T1","P. meandrina",1.051,"0-2cm"
"841",1507,"S2","T1","P. meandrina",2.75666666666667,">2cm-5cm"
"842",1508,"S2","T1","P. meandrina",1.23833333333333,"0-2cm"
"843",1509,"S2","T1","P. effusa",2.52866666666667,">2cm-5cm"
"844",1510,"S2","T1","P. grandis",1.15766666666667,"0-2cm"
"845",1511,"S2","T1","P. grandis",9.647,">5cm-14cm"
"846",1512,"S2","T1","P. effusa",2.43733333333333,">2cm-5cm"
"847",1514,"S2","T1","P. meandrina",2.12133333333333,">2cm-5cm"
"848",1515,"S2","T1","P. meandrina",1.55033333333333,"0-2cm"
"849",1518,"S2","T1","P. tuahiniensis",18.159,">14cm"
"850",1520,"S2","T1","P. effusa",2.74266666666667,">2cm-5cm"
"851",1521,"S2","T1","P. grandis",2.197,">2cm-5cm"
"852",1522,"S5","T6","P. meandrina",5.53133333333333,">5cm-14cm"
"853",1524,"S5","T6","P. meandrina",150,">14cm"
"854",1525,"S5","T6","P. tuahiniensis",1.06366666666667,"0-2cm"
"855",1526,"S5","T6","P. meandrina",14.7703333333333,">14cm"
"856",1527,"S5","T6","P. tuahiniensis",2.65733333333333,">2cm-5cm"
"857",1528,"S5","T6","P. meandrina",3.95633333333333,">2cm-5cm"
"858",1529,"S5","T6","P. meandrina",3.861,">2cm-5cm"
"859",1530,"S5","T6","P. meandrina",20.1383333333333,">14cm"
"860",1531,"S5","T6","P. acuta",5.46833333333333,">5cm-14cm"
"861",1532,"S5","T6","P. meandrina",150,">14cm"
"862",1533,"S5","T6","P. meandrina",12.2323333333333,">5cm-14cm"
"863",1534,"S5","T6","P. grandis",150,">14cm"
"864",1535,"S5","T6","P. grandis",3.955,">2cm-5cm"
"865",1536,"S5","T6","P. meandrina",2.30866666666667,">2cm-5cm"
"866",1537,"S5","T6","P. meandrina",2.13133333333333,">2cm-5cm"
"867",1539,"S5","T6","P. meandrina",7.65233333333333,">5cm-14cm"
"868",1540,"S5","T6","P. meandrina",9.73833333333333,">5cm-14cm"
"869",1542,"S2","T1","P. meandrina",1.07533333333333,"0-2cm"
"870",1543,"S2","T1","P. meandrina",0.837666666666667,"0-2cm"
"871",1545,"S2","T1","P. meandrina",2.68266666666667,">2cm-5cm"
"872",1546,"S2","T1","P. tuahiniensis",6.623,">5cm-14cm"
"873",1547,"S2","T1","P. meandrina",2.30266666666667,">2cm-5cm"
"874",1548,"S2","T1","P. tuahiniensis",5.464,">5cm-14cm"
"875",1549,"S2","T1","P. meandrina",2.153,">2cm-5cm"
"876",1551,"S2","T1","P. meandrina",1.08133333333333,"0-2cm"
"877",1553,"S2","T2","P. meandrina",2.01266666666667,">2cm-5cm"
"878",1555,"S2","T2","P. effusa",1.40766666666667,"0-2cm"
"879",1556,"S2","T2","P. meandrina",2.17633333333333,">2cm-5cm"
"880",1557,"S2","T1","P. grandis",1.84233333333333,"0-2cm"
"881",1561,"S2","T1","P. meandrina",2.02266666666667,">2cm-5cm"
"882",1562,"S2","T1","P. meandrina",0.576666666666667,"0-2cm"
"883",1563,"S2","T1","P. meandrina",0.784666666666667,"0-2cm"
"884",1564,"S2","T1","P. meandrina",0.647,"0-2cm"
"885",1565,"S2","T1","P. meandrina",6.32833333333333,">5cm-14cm"
"886",1567,"S2","T1","P. meandrina",15.121,">14cm"
"887",1568,"S2","T1","P. effusa",2.42866666666667,">2cm-5cm"
"888",1569,"S2","T1","P. meandrina",0.674,"0-2cm"
"889",1570,"S2","T1","P. meandrina",19.186,">14cm"
"890",1571,"S2","T1","P. tuahiniensis",14.089,">14cm"
"891",1572,"S2","T1","P. meandrina",1.907,"0-2cm"
"892",1573,"S2","T1","P. meandrina",0.981,"0-2cm"
"893",1574,"S2","T2","P. tuahiniensis",1.971,"0-2cm"
"894",1575,"S2","T2","P. meandrina",1.19166666666667,"0-2cm"
"895",1576,"S2","T2","P. meandrina",2.29533333333333,">2cm-5cm"
"896",1577,"S2","T2","P. meandrina",0.713666666666667,"0-2cm"
"897",1579,"S2","T2","P. effusa",2.38833333333333,">2cm-5cm"
"898",1580,"S2","T2","P. meandrina",0.878,"0-2cm"
"899",1581,"S2","T2","P. meandrina",2.18133333333333,">2cm-5cm"
"900",1582,"S2","T2","P. meandrina",2.47466666666667,">2cm-5cm"
"901",1583,"S2","T2","P. meandrina",2.473,">2cm-5cm"
"902",1584,"S2","T2","P. meandrina",0.237333333333333,"0-2cm"
"903",1587,"S2","T2","P. meandrina",1.33033333333333,"0-2cm"
"904",1588,"S2","T2","P. effusa",1.08066666666667,"0-2cm"
"905",1589,"S2","T2","P. tuahiniensis",1.34433333333333,"0-2cm"
"906",1590,"S2","T2","P. grandis",1.28033333333333,"0-2cm"
"907",1591,"S5","T6","P. effusa",1.82366666666667,"0-2cm"
"908",1592,"S2","T2","P. grandis",1.981,"0-2cm"
"909",1593,"S2","T2","P. meandrina",2.28366666666667,">2cm-5cm"
"910",1594,"S2","T1","P. effusa",3.11733333333333,">2cm-5cm"
"911",1595,"S2","T1","P. effusa",3.77133333333333,">2cm-5cm"
"912",1597,"S2","T1","P. tuahiniensis",0.922,"0-2cm"
"913",1598,"S2","T1","P. meandrina",1.133,"0-2cm"
"914",1599,"S2","T1","P. meandrina",0.530333333333333,"0-2cm"
"915",1600,"S2","T1","P. effusa",3.854,">2cm-5cm"
"916",1602,"S2","T1","P. effusa",1.53933333333333,"0-2cm"
"917",1603,"S2","T1","P. acuta",2.08733333333333,">2cm-5cm"
"918",1604,"S2","T1","P. effusa",2.37666666666667,">2cm-5cm"
"919",1606,"S2","T1","P. meandrina",1.96433333333333,"0-2cm"
"920",1607,"S2","T1","P. meandrina",1.64833333333333,"0-2cm"
"921",1608,"S2","T1","P. meandrina",1.15366666666667,"0-2cm"
"922",1609,"S2","T1","P. effusa",2.247,">2cm-5cm"
"923",1610,"S2","T1","P. meandrina",1.526,"0-2cm"
"924",1611,"S2","T1","P. effusa",2.75033333333333,">2cm-5cm"
"925",1612,"S2","T1","P. meandrina",1.016,"0-2cm"
"926",1613,"S2","T1","P. meandrina",1.05766666666667,"0-2cm"
"927",1614,"S2","T1","P. meandrina",0.53,"0-2cm"
"928",1615,"S2","T1","P. meandrina",1.65333333333333,"0-2cm"
"929",1616,"S2","T1","P. effusa",2.52166666666667,">2cm-5cm"
"930",1618,"S2","T1","P. meandrina",2.99566666666667,">2cm-5cm"
"931",1619,"S2","T1","P. acuta",0.341666666666667,"0-2cm"
"932",1620,"S2","T1","P. meandrina",3.67133333333333,">2cm-5cm"
"933",1621,"S2","T1","P. meandrina",1.175,"0-2cm"
"934",1622,"S2","T1","P. effusa",1.19,"0-2cm"
"935",1624,"S2","T1","P. meandrina",1.132,"0-2cm"
"936",1625,"S2","T1","P. effusa",3.10866666666667,">2cm-5cm"
"937",1626,"S2","T1","P. meandrina",0.568,"0-2cm"
"938",1627,"S2","T1","P. meandrina",1.00933333333333,"0-2cm"
"939",1628,"S2","T1","P. meandrina",1.509,"0-2cm"
"940",1629,"S2","T1","P. grandis",2.783,">2cm-5cm"
"941",1632,"S2","T1","P. effusa",3.06333333333333,">2cm-5cm"
"942",1633,"S2","T1","P. tuahiniensis",1,"0-2cm"
"943",1634,"S2","T1","P. effusa",0.19,"0-2cm"
"944",1635,"S2","T1","P. meandrina",8.635,">5cm-14cm"
"945",1636,"S2","T1","P. meandrina",1.77166666666667,"0-2cm"
"946",1637,"S2","T1","P. effusa",2.637,">2cm-5cm"
"947",1638,"S2","T1","P. meandrina",2.52333333333333,">2cm-5cm"
"948",1639,"S2","T1","P. meandrina",2.044,">2cm-5cm"
"949",1640,"S2","T1","P. tuahiniensis",2.841,">2cm-5cm"
"950",1641,"S2","T1","P. meandrina",0.991333333333333,"0-2cm"
"951",1642,"S2","T1","P. effusa",1.10266666666667,"0-2cm"
"952",1643,"S2","T1","P. meandrina",1.71633333333333,"0-2cm"
"953",1644,"S2","T1","P. meandrina",0.664666666666667,"0-2cm"
"954",1645,"S2","T1","P. meandrina",1.95466666666667,"0-2cm"
"955",1646,"S2","T1","P. meandrina",1.352,"0-2cm"
"956",1647,"S2","T1","P. meandrina",0.905333333333333,"0-2cm"
"957",1648,"S2","T1","P. grandis",2.19566666666667,">2cm-5cm"
"958",1648,"S2","T1","P. meandrina",2.19566666666667,">2cm-5cm"
"959",1649,"S2","T1","P. meandrina",1.02,"0-2cm"
"960",1650,"S2","T2","P. meandrina",0.854333333333333,"0-2cm"
"961",1651,"S2","T2","P. meandrina",1.87933333333333,"0-2cm"
"962",1652,"S2","T2","P. effusa",2.47666666666667,">2cm-5cm"
"963",1653,"S2","T2","P. meandrina",2.07566666666667,">2cm-5cm"
"964",1654,"S2","T2","P. meandrina",0.534666666666667,"0-2cm"
"965",1655,"S2","T2","P. meandrina",1.12933333333333,"0-2cm"
"966",1656,"S2","T2","P. grandis",0.843,"0-2cm"
"967",1657,"S2","T2","P. grandis",0.740333333333333,"0-2cm"
"968",1658,"S2","T2","P. meandrina",1.665,"0-2cm"
"969",1659,"S2","T2","P. meandrina",1.59533333333333,"0-2cm"
"970",1660,"S2","T2","P. grandis",6.09,">5cm-14cm"
"971",1661,"S2","T2","P. meandrina",3.97066666666667,">2cm-5cm"
"972",1662,"S2","T2","P. meandrina",1.064,"0-2cm"
"973",1663,"S2","T2","P. meandrina",1.10333333333333,"0-2cm"
"974",1664,"S2","T2","P. verrucosa",2.041,">2cm-5cm"
"975",1665,"S2","T2","P. tuahiniensis",1.66766666666667,"0-2cm"
"976",1666,"S2","T2","P. meandrina",0.670666666666667,"0-2cm"
"977",1668,"S2","T2","P. grandis",0.966666666666667,"0-2cm"
"978",1669,"S2","T2","P. tuahiniensis",3.02966666666667,">2cm-5cm"
"979",1670,"S2","T2","P. tuahiniensis",2.32433333333333,">2cm-5cm"
"980",1671,"S2","T2","P. meandrina",2.05266666666667,">2cm-5cm"
"981",1672,"S2","T2","P. grandis",1.81433333333333,"0-2cm"
"982",1673,"S2","T2","P. meandrina",0.979333333333333,"0-2cm"
"983",1675,"S2","T2","P. meandrina",1.199,"0-2cm"
"984",1676,"S2","T2","P. meandrina",2.847,">2cm-5cm"
"985",1678,"S2","T2","P. meandrina",4.05766666666667,">2cm-5cm"
"986",1679,"S2","T2","P. effusa",3.598,">2cm-5cm"
"987",1680,"S2","T2","P. meandrina",2.45533333333333,">2cm-5cm"
"988",1681,"S2","T2","P. effusa",2.80966666666667,">2cm-5cm"
"989",1682,"S2","T2","P. acuta",4.19633333333333,">2cm-5cm"
"990",1683,"S2","T2","P. meandrina",2.06066666666667,">2cm-5cm"
"991",1684,"S2","T2","P. grandis",1.27466666666667,"0-2cm"
"992",1685,"S2","T2","P. meandrina",2.211,">2cm-5cm"
"993",1686,"S2","T2","P. meandrina",1.45433333333333,"0-2cm"
"994",1689,"S2","T2","P. meandrina",1.21833333333333,"0-2cm"
"995",1690,"S2","T2","P. effusa",3.767,">2cm-5cm"
"996",1690,"S2","T2","P. effusa",1.82266666666667,"0-2cm"
"997",1690,"S2","T3","P. effusa",3.767,">2cm-5cm"
"998",1690,"S2","T3","P. effusa",1.82266666666667,"0-2cm"
"999",1690,"S2","T2","P. effusa",3.767,">2cm-5cm"
"1000",1690,"S2","T2","P. effusa",1.82266666666667,"0-2cm"
"1001",1690,"S2","T3","P. effusa",3.767,">2cm-5cm"
"1002",1690,"S2","T3","P. effusa",1.82266666666667,"0-2cm"
"1003",1691,"S2","T2","P. meandrina",1.11833333333333,"0-2cm"
"1004",1692,"S2","T2","P. meandrina",1.30766666666667,"0-2cm"
"1005",1693,"S2","T2","P. grandis",1.96966666666667,"0-2cm"
"1006",1694,"S2","T2","P. tuahiniensis",0.913666666666667,"0-2cm"
"1007",1695,"S2","T3","P. effusa",2.261,">2cm-5cm"
"1008",1697,"S2","T3","P. effusa",0.771333333333333,"0-2cm"
"1009",1698,"S2","T3","P. effusa",9.88466666666667,">5cm-14cm"
"1010",1700,"S2","T3","P. meandrina",2.14566666666667,">2cm-5cm"
"1011",1701,"S2","T3","P. effusa",14.722,">14cm"
"1012",1702,"S2","T3","P. effusa",100,">14cm"
"1013",1703,"S2","T3","P. effusa",6.92566666666667,">5cm-14cm"
"1014",1703,"S2","T3","P. effusa",6.92566666666667,">5cm-14cm"
"1015",1704,"S2","T3","P. meandrina",15.9016666666667,">14cm"
"1016",1705,"S2","T3","P. meandrina",100,">14cm"
"1017",1706,"S2","T3","P. grandis",0.696,"0-2cm"
"1018",1707,"S2","T3","P. effusa",6.26866666666667,">5cm-14cm"
"1019",1708,"S2","T3","P. effusa",3.98633333333333,">2cm-5cm"
"1020",1709,"S2","T3","P. grandis",100,">14cm"
"1021",1710,"S2","T3","P. grandis",100,">14cm"
"1022",1711,"S2","T2","P. meandrina",0.71,"0-2cm"
"1023",1712,"S2","T2","P. tuahiniensis",1.504,"0-2cm"
"1024",1713,"S2","T2","P. effusa",1.89166666666667,"0-2cm"
"1025",1714,"S2","T2","P. effusa",0.740666666666667,"0-2cm"
"1026",1714,"S2","T2","P. meandrina",0.740666666666667,"0-2cm"
"1027",1715,"S2","T2","P. meandrina",1.22866666666667,"0-2cm"
"1028",1716,"S2","T2","P. meandrina",1.43433333333333,"0-2cm"
"1029",1717,"S2","T2","P. meandrina",3.026,">2cm-5cm"
"1030",1718,"S2","T2","P. meandrina",11.1196666666667,">5cm-14cm"
"1031",1719,"S2","T2","P. tuahiniensis",8.879,">5cm-14cm"
"1032",1721,"S2","T2","P. effusa",2.45066666666667,">2cm-5cm"
"1033",1722,"S2","T2","P. effusa",6.576,">5cm-14cm"
"1034",1723,"S2","T2","P. effusa",0.856666666666667,"0-2cm"
"1035",1724,"S2","T2","P. meandrina",0.874666666666667,"0-2cm"
"1036",1725,"S2","T2","P. effusa",2.07166666666667,">2cm-5cm"
"1037",1726,"S2","T2","P. tuahiniensis",3.10033333333333,">2cm-5cm"
"1038",1727,"S2","T2","P. grandis",1.55333333333333,"0-2cm"
"1039",1728,"S2","T2","P. grandis",1.03866666666667,"0-2cm"
"1040",1729,"S2","T2","P. meandrina",0.931333333333333,"0-2cm"
"1041",1730,"S2","T2","P. meandrina",1.52766666666667,"0-2cm"
"1042",1731,"S2","T2","P. meandrina",1.47366666666667,"0-2cm"
"1043",1732,"S2","T2","P. meandrina",0.487333333333333,"0-2cm"
"1044",1733,"S2","T2","P. meandrina",1.48433333333333,"0-2cm"
"1045",1734,"S2","T2","P. meandrina",1.951,"0-2cm"
"1046",1735,"S2","T2","P. meandrina",1.64133333333333,"0-2cm"
"1047",1736,"S2","T2","P. meandrina",0.804666666666667,"0-2cm"
"1048",1737,"S2","T2","P. meandrina",0.921,"0-2cm"
"1049",1738,"S2","T2","P. meandrina",1.42566666666667,"0-2cm"
"1050",1738,"S2","T2","P. meandrina",2.79566666666667,">2cm-5cm"
"1051",1738,"S2","T3","P. meandrina",1.42566666666667,"0-2cm"
"1052",1738,"S2","T3","P. meandrina",2.79566666666667,">2cm-5cm"
"1053",1739,"S2","T2","P. meandrina",0.751333333333334,"0-2cm"
"1054",1740,"S2","T3","P. effusa",1.00933333333333,"0-2cm"
"1055",1741,"S2","T3","P. meandrina",1.93966666666667,"0-2cm"
"1056",1742,"S2","T3","P. meandrina",0.953,"0-2cm"
"1057",1743,"S2","T3","P. meandrina",1.07833333333333,"0-2cm"
"1058",1744,"S2","T3","P. meandrina",0.875666666666667,"0-2cm"
"1059",1745,"S2","T3","P. effusa",0.454333333333333,"0-2cm"
"1060",1746,"S2","T3","P. meandrina",0.291666666666667,"0-2cm"
"1061",1747,"S2","T3","P. meandrina",100,">14cm"
"1062",1748,"S2","T3","P. effusa",100,">14cm"
"1063",1751,"S2","T3","P. meandrina",10.2476666666667,">5cm-14cm"
"1064",1752,"S2","T3","P. meandrina",1.08166666666667,"0-2cm"
"1065",1753,"S2","T3","P. effusa",3.485,">2cm-5cm"
"1066",1754,"S2","T3","P. tuahiniensis",3.53033333333333,">2cm-5cm"
"1067",1755,"S2","T3","P. grandis",2.94333333333333,">2cm-5cm"
"1068",1756,"S2","T3","P. effusa",1.332,"0-2cm"
"1069",1757,"S2","T3","P. grandis",3.354,">2cm-5cm"
"1070",1758,"S2","T3","P. grandis",3.395,">2cm-5cm"
"1071",1760,"S2","T3","P. effusa",1.509,"0-2cm"
"1072",1761,"S2","T3","P. meandrina",1.52766666666667,"0-2cm"
"1073",1762,"S2","T3","P. meandrina",1.758,"0-2cm"
"1074",1763,"S2","T3","P. effusa",3.075,">2cm-5cm"
"1075",1764,"S2","T3","P. effusa",0.699,"0-2cm"
"1076",1765,"S2","T3","P. meandrina",1.25366666666667,"0-2cm"
"1077",1766,"S2","T3","P. effusa",1.312,"0-2cm"
"1078",1767,"S2","T3","P. meandrina",0.51,"0-2cm"
"1079",1768,"S2","T3","P. effusa",2.38366666666667,">2cm-5cm"
"1080",1769,"S2","T3","P. meandrina",0.707333333333333,"0-2cm"
"1081",1770,"S2","T3","P. effusa",1.47666666666667,"0-2cm"
"1082",1771,"S2","T3","P. effusa",3.96066666666667,">2cm-5cm"
"1083",1772,"S2","T3","P. effusa",0.542333333333333,"0-2cm"
"1084",1774,"S2","T3","P. verrucosa",15.1713333333333,">14cm"
"1085",1775,"S2","T3","P. effusa",12.9006666666667,">5cm-14cm"
"1086",1776,"S2","T3","P. effusa",5.053,">5cm-14cm"
"1087",1777,"S2","T3","P. effusa",5.05633333333333,">5cm-14cm"
"1088",1778,"S2","T3","P. effusa",9.851,">5cm-14cm"
"1089",1779,"S2","T4","P. meandrina",0.486333333333333,"0-2cm"
"1090",1780,"S2","T4","P. effusa",2.282,">2cm-5cm"
"1091",1781,"S2","T4","P. grandis",1.521,"0-2cm"
"1092",1782,"S2","T4","P. tuahiniensis",4.74333333333333,">2cm-5cm"
"1093",1783,"S2","T4","P. acuta",8.45766666666667,">5cm-14cm"
"1094",1784,"S2","T4","P. meandrina",0.428,"0-2cm"
"1095",1785,"S2","T4","P. meandrina",0.525666666666667,"0-2cm"
"1096",1786,"S2","T4","P. tuahiniensis",0.613333333333333,"0-2cm"
"1097",1787,"S2","T4","P. effusa",0.66,"0-2cm"
"1098",1788,"S2","T4","P. meandrina",1.05966666666667,"0-2cm"
"1099",1789,"S2","T4","P. meandrina",2.16,">2cm-5cm"
"1100",1790,"S2","T4","P. meandrina",0.671,"0-2cm"
"1101",1791,"S2","T4","P. grandis",1.07533333333333,"0-2cm"
"1102",1792,"S2","T4","P. verrucosa",1.235,"0-2cm"
"1103",1793,"S2","T4","P. effusa",4.247,">2cm-5cm"
"1104",1794,"S2","T4","P. tuahiniensis",2.53433333333333,">2cm-5cm"
"1105",1795,"S2","T3","P. meandrina",1.12933333333333,"0-2cm"
"1106",1796,"S2","T3","P. meandrina",1.35133333333333,"0-2cm"
"1107",1797,"S2","T3","P. effusa",2.52866666666667,">2cm-5cm"
"1108",1798,"S2","T3","P. effusa",0.737666666666667,"0-2cm"
"1109",1799,"S2","T3","P. meandrina",0.963,"0-2cm"
"1110",1801,"S2","T3","P. tuahiniensis",1.13133333333333,"0-2cm"
"1111",1802,"S2","T3","P. effusa",2.712,">2cm-5cm"
"1112",1804,"S2","T3","P. effusa",2.482,">2cm-5cm"
"1113",1805,"S2","T3","P. effusa",2.57233333333333,">2cm-5cm"
"1114",1806,"S2","T3","P. meandrina",2.72866666666667,">2cm-5cm"
"1115",1807,"S2","T3","P. meandrina",2.659,">2cm-5cm"
"1116",1808,"S2","T3","P. meandrina",5.29766666666667,">5cm-14cm"
"1117",1809,"S2","T3","P. meandrina",2.89166666666667,">2cm-5cm"
"1118",1810,"S2","T3","P. tuahiniensis",1,"0-2cm"
"1119",1811,"S2","T3","P. meandrina",2.33233333333333,">2cm-5cm"
"1120",1812,"S2","T3","P. grandis",1.804,"0-2cm"
"1121",1814,"S2","T3","P. meandrina",1.30433333333333,"0-2cm"
"1122",1815,"S2","T3","P. meandrina",12.49,">5cm-14cm"
"1123",1816,"S2","T3","P. meandrina",1.02233333333333,"0-2cm"
"1124",1817,"S2","T3","P. meandrina",0.537666666666667,"0-2cm"
"1125",1818,"S2","T3","P. grandis",2.02766666666667,">2cm-5cm"
"1126",1819,"S2","T3","P. effusa",2.49733333333333,">2cm-5cm"
"1127",1820,"S2","T3","P. meandrina",3.733,">2cm-5cm"
"1128",1821,"S2","T3","P. effusa",2.415,">2cm-5cm"
"1129",1822,"S2","T3","P. effusa",2.00433333333333,">2cm-5cm"
"1130",1823,"S2","T3","P. meandrina",0.713666666666667,"0-2cm"
"1131",1824,"S2","T3","P. meandrina",0.597666666666667,"0-2cm"
"1132",1825,"S2","T3","P. meandrina",0.714,"0-2cm"
"1133",1826,"S2","T3","P. effusa",3.519,">2cm-5cm"
"1134",1827,"S2","T3","P. meandrina",1.27266666666667,"0-2cm"
"1135",1828,"S2","T3","P. meandrina",2.98533333333333,">2cm-5cm"
"1136",1829,"S2","T3","P. tuahiniensis",1.518,"0-2cm"
"1137",1830,"S2","T3","P. meandrina",2.345,">2cm-5cm"
"1138",1831,"S2","T3","P. effusa",0.879333333333333,"0-2cm"
"1139",1832,"S2","T3","P. grandis",1.008,"0-2cm"
"1140",1833,"S2","T3","P. meandrina",9.30333333333333,">5cm-14cm"
"1141",1834,"S2","T3","P. meandrina",2.82133333333333,">2cm-5cm"
"1142",1835,"S2","T3","P. effusa",2.08933333333333,">2cm-5cm"
"1143",1836,"S2","T3","P. meandrina",1.08666666666667,"0-2cm"
"1144",1837,"S2","T3","P. meandrina",3.86466666666667,">2cm-5cm"
"1145",1839,"S2","T3","P. meandrina",2.064,">2cm-5cm"
"1146",1840,"S2","T4","P. grandis",2.714,">2cm-5cm"
"1147",1841,"S2","T4","P. effusa",2.37166666666667,">2cm-5cm"
"1148",1842,"S2","T4","P. tuahiniensis",1.849,"0-2cm"
"1149",1843,"S2","T4","P. effusa",0.807666666666667,"0-2cm"
"1150",1844,"S2","T4","P. meandrina",0.711333333333333,"0-2cm"
"1151",1845,"S2","T4","P. tuahiniensis",1.54733333333333,"0-2cm"
"1152",1846,"S2","T4","P. meandrina",9.88266666666667,">5cm-14cm"
"1153",1847,"S2","T4","P. tuahiniensis",1.623,"0-2cm"
"1154",1848,"S2","T4","P. tuahiniensis",8.07366666666667,">5cm-14cm"
"1155",1849,"S2","T4","P. tuahiniensis",1.671,"0-2cm"
"1156",1850,"S2","T4","P. tuahiniensis",2.33233333333333,">2cm-5cm"
"1157",1851,"S2","T4","P. grandis",1.39466666666667,"0-2cm"
"1158",1852,"S2","T4","P. tuahiniensis",2.90533333333333,">2cm-5cm"
"1159",1853,"S2","T4","P. verrucosa",7.814,">5cm-14cm"
"1160",1854,"S2","T4","P. tuahiniensis",3.20666666666667,">2cm-5cm"
"1161",1855,"S2","T4","P. tuahiniensis",150,">14cm"
"1162",1857,"S2","T4","P. meandrina",3.02733333333333,">2cm-5cm"
"1163",1858,"S2","T4","P. effusa",3.75866666666667,">2cm-5cm"
"1164",1859,"S2","T4","P. effusa",3.09666666666667,">2cm-5cm"
"1165",1860,"S2","T4","P. meandrina",0.987,"0-2cm"
"1166",1861,"S2","T4","P. meandrina",0.750666666666667,"0-2cm"
"1167",1862,"S2","T4","P. grandis",4.407,">2cm-5cm"
"1168",1863,"S2","T4","P. meandrina",0.854666666666667,"0-2cm"
"1169",1864,"S2","T4","P. meandrina",1.16266666666667,"0-2cm"
"1170",1864,"S2","T4","P. meandrina",1.16266666666667,"0-2cm"
"1171",1864,"S2","T4","P. grandis",1.16266666666667,"0-2cm"
"1172",1864,"S2","T4","P. grandis",1.16266666666667,"0-2cm"
"1173",1865,"S2","T4","P. grandis",100,">14cm"
"1174",1866,"S2","T4","P. effusa",2.06633333333333,">2cm-5cm"
"1175",1868,"S2","T4","P. acuta",1.46,"0-2cm"
"1176",1869,"S2","T4","P. effusa",1.48266666666667,"0-2cm"
"1177",1870,"S2","T4","P. meandrina",1.239,"0-2cm"
"1178",1871,"S2","T4","P. tuahiniensis",0.751,"0-2cm"
"1179",1872,"S2","T4","P. effusa",1.60166666666667,"0-2cm"
"1180",1874,"S2","T4","P. meandrina",0.42,"0-2cm"
"1181",1875,"S2","T4","P. meandrina",1,"0-2cm"
"1182",1876,"S2","T4","P. meandrina",0.722,"0-2cm"
"1183",1877,"S2","T4","P. meandrina",0.54,"0-2cm"
"1184",1878,"S2","T4","P. tuahiniensis",1.72766666666667,"0-2cm"
"1185",1879,"S2","T4","P. tuahiniensis",1.91666666666667,"0-2cm"
"1186",1880,"S2","T4","P. tuahiniensis",1.15733333333333,"0-2cm"
"1187",1881,"S2","T4","P. effusa",1.73733333333333,"0-2cm"
"1188",1882,"S2","T4","P. effusa",3.27433333333333,">2cm-5cm"
"1189",1883,"S2","T4","P. meandrina",1.50733333333333,"0-2cm"
"1190",1884,"S2","T4","P. meandrina",1.71233333333333,"0-2cm"
"1191",1885,"S2","T4","P. effusa",3.56133333333333,">2cm-5cm"
"1192",1886,"S2","T4","P. meandrina",2.276,">2cm-5cm"
"1193",1888,"S2","T4","P. effusa",1.13866666666667,"0-2cm"
"1194",1889,"S2","T4","P. tuahiniensis",15.5603333333333,">14cm"
"1195",1890,"S2","T4","P. tuahiniensis",2.613,">2cm-5cm"
"1196",1891,"S2","T4","P. meandrina",0.848,"0-2cm"
