Date_french_format,Number,Site,Transect,SEM_sample,Bag_name,Localisation,SEM_sample_backup,Box_name_backup,Localisation_backup,Bulk_density,Localisation_Bulk_density,Comment
18/06/2023,2274,S11,T1,YES,Site11_data,Moorea,YES,Site11_backup_data,Moorea,YES,Moorea,
18/06/2023,2275,S11,T1,YES,Site11_data,Moorea,YES,Site11_backup_data,Moorea,YES,Moorea,
18/06/2023,2276,S11,T1,YES,Site11_data,Moorea,YES,Site11_backup_data,Moorea,YES,Moorea,
18/06/2023,2277,S11,T1,YES,Site11_data,Moorea,NA,NA,NA,NA,NA,
18/06/2023,2278,S11,T1,YES,Site11_data,Moorea,YES,Site11_backup_data,Moorea,YES,Moorea,
18/06/2023,2279,S11,T1,YES,Site11_data,Moorea,YES,Site11_backup_data,Moorea,YES,Moorea,
18/06/2023,2280,S11,T1,YES,Site11_data,Moorea,YES,Site11_backup_data,Moorea,NA,NA,
18/06/2023,2281,S11,T1,YES,Site11_data,Moorea,YES,Site11_backup_data,Moorea,YES,Moorea,
18/06/2023,2282,S11,T1,YES,Site11_data,Moorea,YES,Site11_backup_data,Moorea,YES,Moorea,
18/06/2023,2283,S11,T1,YES,Site11_data,Moorea,YES,Site11_backup_data,Moorea,YES,Moorea,
18/06/2023,2284,S11,T1,YES,Site11_data,Moorea,NA,NA,NA,NA,NA,
18/06/2023,2285,S11,T1,YES,Site11_data,Moorea,NA,NA,NA,NA,NA,
18/06/2023,2286,S11,T1,NA,NA,NA,NA,NA,NA,NA,NA,
18/06/2023,2287,S11,T1,YES,Site11_data,Moorea,YES,Site11_backup_data,Moorea,YES,Moorea,
18/06/2023,2288,S11,T1,YES,Site11_data,Moorea,YES,Site11_backup_data,Moorea,YES,Moorea,
18/06/2023,2289,S11,T1,YES,Site11_data,Moorea,YES,Site11_backup_data,Moorea,YES,Moorea,
18/06/2023,2290,S11,T1,YES,Site11_data,Moorea,NA,NA,NA,NA,NA,
18/06/2023,2291,S11,T1,YES,Site11_data,Moorea,YES,Site11_backup_data,Moorea,YES,Moorea,
18/06/2023,2292,S11,T1,YES,Site11_data,Moorea,YES,Site11_backup_data,Moorea,YES,Moorea,
18/06/2023,2293,S11,T1,YES,Site11_data,Moorea,YES,Site11_backup_data,Moorea,YES,Moorea,
18/06/2023,2294,S11,T1,YES,Site11_data,Moorea,YES,Site11_backup_data,Moorea,YES,Moorea,
18/06/2023,2295,S11,T1,YES,Site11_data,Moorea,NA,NA,NA,NA,NA,
18/06/2023,2296,S11,T1,YES,Site11_data,Moorea,NA,NA,NA,NA,NA,
18/06/2023,2297,S11,T1,NA,NA,NA,NA,NA,NA,NA,NA,
18/06/2023,2298,S11,T1,YES,Site11_data,Moorea,NA,NA,NA,NA,NA,
18/06/2023,2299,S11,T1,YES,Site11_data,Moorea,YES,Site11_backup_data,Moorea,YES,Moorea,
18/06/2023,2300,S11,T1,NA,NA,NA,NA,NA,NA,NA,NA,
18/06/2023,2301,S11,T1,YES,Site11_data,Moorea,YES,Site11_backup_data,Moorea,YES,Moorea,
18/06/2023,2302,S11,T1,YES,Site11_data,Moorea,YES,Site11_backup_data,Moorea,YES,Moorea,
18/06/2023,2303,S11,T1,YES,Site11_data,Moorea,YES,Site11_backup_data,Moorea,NA,NA,
18/06/2023,2304,S11,T1,YES,Site11_data,Moorea,NA,NA,NA,NA,NA,
18/06/2023,2305,S11,T1,YES,Site11_data,Moorea,YES,Site11_backup_data,Moorea,NA,NA,
18/06/2023,2306,S11,T1,NA,NA,NA,NA,NA,NA,NA,NA,
18/06/2023,2307,S11,T1,YES,Site11_data,Moorea,NA,NA,NA,NA,NA,
18/06/2023,2308,S11,T1,NA,NA,NA,NA,NA,NA,NA,NA,
18/06/2023,2309,S11,T1,NA,NA,NA,NA,NA,NA,NA,NA,
18/06/2023,2310,S11,T1,YES,Site11_data,Moorea,NA,NA,NA,NA,NA,
18/06/2023,2311,S11,T1,YES,Site11_data,Moorea,YES,Site11_backup_data,Moorea,YES,Moorea,
18/06/2023,2312,S11,T1,NA,NA,NA,NA,NA,NA,NA,NA,
18/06/2023,2313,S11,T1,YES,Site11_data,Moorea,YES,Site11_backup_data,Moorea,NA,NA,
18/06/2023,2314,S11,T1,YES,Site11_data,Moorea,NA,NA,NA,NA,NA,
18/06/2023,2315,S11,T1,NA,NA,NA,NA,NA,NA,NA,NA,
18/06/2023,2316,S11,T1,YES,Site11_data,Moorea,YES,Site11_backup_data,Moorea,YES,Moorea,
18/06/2023,2317,S11,T1,YES,Site11_data,Moorea,YES,Site11_backup_data,Moorea,YES,Moorea,
18/06/2023,2318,S11,T1,YES,Site11_data,Moorea,NA,NA,NA,NA,NA,
18/06/2023,2319,S11,T1,NA,NA,NA,NA,NA,NA,NA,NA,
18/06/2023,2320,S11,T1,YES,Site11_data,Moorea,NA,NA,NA,NA,NA,
18/06/2023,2321,S11,T1,YES,Site11_data,Moorea,YES,Site11_backup_data,Moorea,NA,NA,
18/06/2023,2322,S11,T1,YES,Site11_data,Moorea,YES,Site11_backup_data,Moorea,YES,Moorea,
18/06/2023,2323,S11,T1,YES,Site11_data,Moorea,YES,Site11_backup_data,Moorea,NA,NA,
18/06/2023,2324,S11,T1,YES,Site11_data,Moorea,NA,NA,NA,NA,NA,
19/06/2023,2105,S11,T2,YES,Site11_data,Moorea,NA,NA,NA,NA,NA,
19/06/2023,2106,S11,T2,YES,Site11_data,Moorea,YES,Site11_backup_data,Moorea,YES,Moorea,
19/06/2023,2107,S11,T2,YES,Site11_data,Moorea,YES,Site11_backup_data,Moorea,YES,Moorea,
19/06/2023,2108,S11,T2,YES,Site11_data,Moorea,YES,Site11_backup_data,Moorea,YES,Moorea,
19/06/2023,2109,S11,T2,YES,Site11_data,Moorea,YES,Site11_backup_data,Moorea,YES,Moorea,
19/06/2023,2110,S11,T2,YES,Site11_data,Moorea,YES,Site11_backup_data,Moorea,YES,Moorea,
19/06/2023,2111,S11,T2,YES,Site11_data,Moorea,YES,Site11_backup_data,Moorea,YES,Moorea,
19/06/2023,2112,S11,T2,YES,Site11_data,Moorea,YES,Site11_backup_data,Moorea,NA,NA,
19/06/2023,2113,S11,T2,NA,NA,NA,NA,NA,NA,NA,NA,
19/06/2023,2114,S11,T2,YES,Site11_data,Moorea,YES,Site11_backup_data,Moorea,YES,Moorea,
19/06/2023,2115,S11,T2,YES,Site11_data,Moorea,NA,NA,NA,NA,NA,
19/06/2023,2116,S11,T2,NA,NA,NA,NA,NA,NA,NA,NA,
19/06/2023,2117,S11,T2,NA,NA,NA,NA,NA,NA,NA,NA,
19/06/2023,2118,S11,T2,YES,Site11_data,Moorea,YES,Site11_backup_data,Moorea,YES,Moorea,
19/06/2023,2119,S11,T2,YES,Site11_data,Moorea,NA,NA,NA,NA,NA,
19/06/2023,2120,S11,T2,YES,Site11_data,Moorea,YES,Site11_backup_data,Moorea,YES,Moorea,
19/06/2023,2121,S11,T2,YES,Site11_data,Moorea,YES,Site11_backup_data,Moorea,YES,Moorea,
19/06/2023,2122,S11,T2,YES,Site11_data,Moorea,YES,Site11_backup_data,Moorea,NA,NA,
19/06/2023,2123,S11,T2,NA,NA,NA,NA,NA,NA,NA,NA,
19/06/2023,2124,S11,T2,YES,Site11_data,Moorea,YES,Site11_backup_data,Moorea,YES,Moorea,
19/06/2023,2125,S11,T2,NA,NA,NA,NA,NA,NA,NA,NA,
19/06/2023,2126,S11,T2,NA,NA,NA,NA,NA,NA,NA,NA,
19/06/2023,2127,S11,T2,YES,Site11_data,Moorea,YES,Site11_backup_data,Moorea,NA,NA,
19/06/2023,2128,S11,T2,NA,NA,NA,NA,NA,NA,NA,NA,
19/06/2023,2129,S11,T2,YES,Site11_data,Moorea,YES,Site11_backup_data,Moorea,YES,Moorea,
19/06/2023,2130,S11,T2,YES,Site11_data,Moorea,YES,Site11_backup_data,Moorea,YES,Moorea,
19/06/2023,2131,S11,T2,YES,Site11_data,Moorea,YES,Site11_backup_data,Moorea,YES,Moorea,
19/06/2023,2132,S11,T2,NA,NA,NA,NA,NA,NA,NA,NA,
19/06/2023,2133,S11,T2,YES,Site11_data,Moorea,YES,Site11_backup_data,Moorea,YES,Moorea,
19/06/2023,2134,S11,T2,NA,NA,NA,NA,NA,NA,NA,NA,
19/06/2023,2135,S11,T2,YES,Site11_data,Moorea,YES,Site11_backup_data,Moorea,YES,Moorea,
19/06/2023,2136,S11,T2,NA,NA,NA,NA,NA,NA,NA,NA,
19/06/2023,2137,S11,T2,YES,Site11_data,Moorea,YES,Site11_backup_data,Moorea,YES,Moorea,
19/06/2023,2138,S11,T2,YES,Site11_data,Moorea,YES,Site11_backup_data,Moorea,YES,Moorea,
19/06/2023,2139,S11,T2,YES,Site11_data,Moorea,NA,NA,NA,NA,NA,
19/06/2023,2140,S11,T2,NA,NA,NA,NA,NA,NA,NA,NA,
19/06/2023,2141,S11,T2,YES,Site11_data,Moorea,NA,NA,NA,NA,NA,
19/06/2023,2142,S11,T2,NA,NA,NA,NA,NA,NA,NA,NA,
19/06/2023,2143,S11,T2,YES,Site11_data,Moorea,YES,Site11_backup_data,Moorea,YES,Moorea,
19/06/2023,2144,S11,T2,YES,Site11_data,Moorea,NA,NA,NA,NA,NA,
19/06/2023,2145,S11,T2,YES,Site11_data,Moorea,YES,Site11_backup_data,Moorea,YES,Moorea,
19/06/2023,2146,S11,T2,NA,NA,NA,NA,NA,NA,NA,NA,
19/06/2023,2147,S11,T2,YES,Site11_data,Moorea,YES,Site11_backup_data,Moorea,YES,Moorea,
19/06/2023,2149,S11,T2,NA,NA,NA,NA,NA,NA,NA,NA,
19/06/2023,2151,S11,T2,YES,Site11_data,Moorea,YES,Site11_backup_data,Moorea,YES,Moorea,
19/06/2023,2152,S11,T2,NA,NA,NA,NA,NA,NA,NA,NA,
19/06/2023,2153,S11,T2,YES,Site11_data,Moorea,YES,Site11_backup_data,Moorea,YES,Moorea,
19/06/2023,2154,S11,T2,YES,Site11_data,Moorea,NA,NA,NA,NA,NA,
19/06/2023,2155,S11,T2,YES,Site11_data,Moorea,YES,Site11_backup_data,Moorea,YES,Moorea,
19/06/2023,2156,S11,T2,YES,Site11_data,Moorea,YES,Site11_backup_data,Moorea,NA,NA,
19/06/2023,2157,S11,T2,YES,Site11_data,Moorea,YES,Site11_backup_data,Moorea,YES,Moorea,
19/06/2023,2158,S11,T2,YES,Site11_data,Moorea,YES,Site11_backup_data,Moorea,NA,NA,
19/06/2023,2159,S11,T2,YES,Site11_data,Moorea,YES,Site11_backup_data,Moorea,YES,Moorea,
19/06/2023,2170,S11,T2,YES,Site11_data,Moorea,YES,Site11_backup_data,Moorea,YES,Moorea,
19/06/2023,2227,S11,T2,NA,NA,NA,NA,NA,NA,NA,NA,
19/06/2023,2228,S11,T2,YES,Site11_data,Moorea,YES,Site11_backup_data,Moorea,NA,NA,
18/07/2023,2026,S2,T6,YES,Site2_data,Moorea,YES,Site2_backup_data,Moorea,YES,Moorea,
18/07/2023,2027,S2,T6,YES,Site2_data,Moorea,YES,Site2_backup_data,Moorea,YES,Moorea,
18/07/2023,2028,S2,T6,YES,Site2_data,Moorea,YES,Site2_backup_data,Moorea,NA,NA,
18/07/2023,2029,S2,T6,NA,NA,NA,NA,NA,NA,NA,NA,
18/07/2023,2031,S2,T6,YES,Site2_data,Moorea,YES,Site2_backup_data,Moorea,YES,Moorea,
18/07/2023,2032,S2,T6,YES,Site2_data,Moorea,YES,Site2_backup_data,Moorea,YES,Moorea,
18/07/2023,2033,S2,T6,YES,Site2_data,Moorea,NA,NA,NA,NA,NA,
18/07/2023,2034,S2,T6,YES,Site2_data,Moorea,YES,Site2_backup_data,Moorea,NA,NA,
18/07/2023,2035,S2,T6,NA,NA,NA,NA,NA,NA,NA,NA,
18/07/2023,2036,S2,T6,YES,Site2_data,Moorea,YES,Site2_backup_data,Moorea,YES,Moorea,
18/07/2023,2037,S2,T6,YES,Site2_data,Moorea,YES,Site2_backup_data,Moorea,NA,NA,
18/07/2023,2038,S2,T6,YES,Site2_data,Moorea,YES,Site2_backup_data,Moorea,NA,NA,
18/07/2023,2039,S2,T6,YES,Site2_data,Moorea,YES,Site2_backup_data,Moorea,NA,NA,
18/07/2023,2040,S2,T6,YES,Site2_data,Moorea,YES,Site2_backup_data,Moorea,YES,Moorea,
18/07/2023,2041,S2,T6,YES,Site2_data,Moorea,YES,Site2_backup_data,Moorea,YES,Moorea,
18/07/2023,2042,S2,T6,YES,Site2_data,Moorea,NA,NA,NA,NA,NA,
18/07/2023,2043,S2,T6,NA,NA,NA,NA,NA,NA,NA,NA,
18/07/2023,2044,S2,T6,YES,Site2_data,Moorea,YES,Site2_backup_data,Moorea,YES,Moorea,
18/07/2023,2045,S2,T6,YES,Site2_data,Moorea,YES,Site2_backup_data,Moorea,NA,NA,
18/07/2023,2053,S2,T6,YES,Site2_data,Moorea,YES,Site2_backup_data,Moorea,NA,NA,
18/07/2023,2141,S2,T6,NA,NA,NA,NA,NA,NA,NA,NA,
18/07/2023,2171,S2,T6,YES,Site2_data,Moorea,YES,Site2_backup_data,Moorea,YES,Moorea,
18/07/2023,2172,S2,T6,YES,Site2_data,Moorea,YES,Site2_backup_data,Moorea,NA,NA,
18/07/2023,2173,S2,T6,YES,Site2_data,Moorea,YES,Site2_backup_data,Moorea,YES,Moorea,
18/07/2023,2174,S2,T6,YES,Site2_data,Moorea,YES,Site2_backup_data,Moorea,NA,NA,
18/07/2023,2175,S2,T6,YES,Site2_data,Moorea,NA,NA,NA,NA,NA,
18/07/2023,2226,S2,T6,NA,NA,NA,NA,NA,NA,NA,NA,
18/07/2023,2229,S2,T6,YES,Site2_data,Moorea,YES,Site2_backup_data,Moorea,YES,Moorea,
18/07/2023,2230,S2,T6,YES,Site2_data,Moorea,YES,Site2_backup_data,Moorea,NA,NA,
18/07/2023,2232,S2,T6,YES,Site2_data,Moorea,YES,Site2_backup_data,Moorea,YES,Moorea,
18/07/2023,2231,S2,T6,YES,Site2_data,Moorea,YES,Site2_backup_data,Moorea,NA,NA,
18/07/2023,2233,S2,T6,YES,Site2_data,Moorea,NA,NA,NA,NA,NA,
18/07/2023,2234,S2,T6,YES,Site2_data,Moorea,NA,NA,NA,NA,NA,
18/07/2023,2235,S2,T6,YES,Site2_data,Moorea,YES,Site2_backup_data,Moorea,YES,Moorea,
18/07/2023,2236,S2,T6,NA,NA,NA,NA,NA,NA,NA,NA,
18/07/2023,2238,S2,T6,YES,Site2_data,Moorea,NA,NA,NA,NA,NA,
18/07/2023,2239,S2,T6,YES,Site2_data,Moorea,YES,Site2_backup_data,Moorea,NA,NA,
26/07/2023,2046,S15,T2,YES,Site15_data,Moorea,YES,Site15_backup_data,Moorea,YES,Moorea,
26/07/2023,2047,S15,T2,YES,Site15_data,Moorea,YES,Site15_backup_data,Moorea,NA,Moorea,
26/07/2023,2048,S15,T2,NA,NA,NA,NA,NA,NA,NA,NA,
26/07/2023,2049,S15,T2,YES,Site15_data,Moorea,YES,Site15_backup_data,Moorea,YES,Moorea,
26/07/2023,2050,S15,T2,YES,Site15_data,Moorea,YES,Site15_backup_data,Moorea,YES,Moorea,
26/07/2023,2051,S15,T2,YES,Site15_data,Moorea,NA,NA,NA,NA,NA,
26/07/2023,2052,S15,T2,YES,Site15_data,Moorea,YES,Site15_backup_data,Moorea,YES,Moorea,
26/07/2023,2054,S15,T2,YES,Site15_data,Moorea,YES,Site15_backup_data,Moorea,YES,Moorea,
26/07/2023,2055,S15,T2,NA,NA,NA,NA,NA,NA,NA,NA,
26/07/2023,2056,S15,T2,NA,NA,NA,NA,NA,NA,NA,NA,
26/07/2023,2057,S15,T2,YES,Site15_data,Moorea,YES,Site15_backup_data,Moorea,YES,Moorea,
26/07/2023,2058,S15,T2,YES,Site15_data,Moorea,YES,Site15_backup_data,Moorea,YES,Moorea,
26/07/2023,2059,S15,T2,YES,Site15_data,Moorea,YES,Site15_backup_data,Moorea,YES,Moorea,
26/07/2023,2060,S15,T2,YES,Site15_data,Moorea,YES,Site15_backup_data,Moorea,YES,Moorea,
26/07/2023,2061,S15,T2,YES,Site15_data,Moorea,YES,Site15_backup_data,Moorea,NA,NA,
26/07/2023,2062,S15,T2,YES,Site15_data,Moorea,YES,Site15_backup_data,Moorea,YES,Moorea,
26/07/2023,2063,S15,T2,YES,Site15_data,Moorea,YES,Site15_backup_data,Moorea,YES,Moorea,
26/07/2023,2064,S15,T2,YES,Site15_data,Moorea,YES,Site15_backup_data,Moorea,YES,Moorea,
26/07/2023,2065,S15,T2,YES,Site15_data,Moorea,NA,NA,NA,NA,NA,
26/07/2023,2066,S15,T2,YES,Site15_data,Moorea,YES,Site15_backup_data,Moorea,YES,Moorea,
26/07/2023,2067,S15,T2,NA,NA,NA,NA,NA,NA,NA,NA,
26/07/2023,2068,S15,T2,YES,Site15_data,Moorea,YES,Site15_backup_data,Moorea,YES,Moorea,
26/07/2023,2069,S15,T2,YES,Site15_data,Moorea,YES,Site15_backup_data,Moorea,YES,Moorea,
26/07/2023,2071,S15,T2,NA,NA,NA,NA,NA,NA,NA,NA,
26/07/2023,2070,S15,T2,YES,Site15_data,Moorea,YES,Site15_backup_data,Moorea,YES,Moorea,
26/07/2023,2072,S15,T2,YES,Site15_data,Moorea,YES,Site15_backup_data,Moorea,YES,Moorea,
26/07/2023,2073,S15,T2,YES,Site15_data,Moorea,YES,Site15_backup_data,Moorea,YES,Moorea,
26/07/2023,2074,S15,T2,NA,NA,NA,NA,NA,NA,NA,NA,
26/07/2023,2075,S15,T2,YES,Site15_data,Moorea,YES,Site15_backup_data,Moorea,YES,Moorea,
26/07/2023,2076,S15,T2,YES,Site15_data,Moorea,YES,Site15_backup_data,Moorea,YES,Moorea,
26/07/2023,2077,S15,T2,YES,Site15_data,Moorea,NA,NA,NA,NA,NA,
26/07/2023,2078,S15,T2,YES,Site15_data,Moorea,YES,Site15_backup_data,Moorea,YES,Moorea,
26/07/2023,2079,S15,T2,NA,NA,NA,NA,NA,NA,NA,NA,
26/07/2023,2080,S15,T2,YES,Site15_data,Moorea,YES,Site15_backup_data,Moorea,YES,Moorea,
26/07/2023,2171,S15,T2,YES,Site15_data,Moorea,YES,Site15_backup_data,Moorea,YES,Moorea,
26/07/2023,2176,S15,T2,YES,Site15_data,Moorea,YES,Site15_backup_data,Moorea,YES,Moorea,
26/07/2023,2177,S15,T2,YES,Site15_data,Moorea,YES,Site15_backup_data,Moorea,YES,Moorea,
26/07/2023,2178,S15,T2,YES,Site15_data,Moorea,YES,Site15_backup_data,Moorea,YES,Moorea,
26/07/2023,2179,S15,T2,YES,Site15_data,Moorea,YES,Site15_backup_data,Moorea,YES,Moorea,
26/07/2023,2180,S15,T2,YES,Site15_data,Moorea,NA,NA,NA,NA,NA,
26/07/2023,2181,S15,T2,YES,Site15_data,Moorea,YES,Site15_backup_data,Moorea,YES,Moorea,
26/07/2023,2182,S15,T2,YES,Site15_data,Moorea,YES,Site15_backup_data,Moorea,YES,Moorea,
26/07/2023,2183,S15,T2,YES,Site15_data,Moorea,YES,Site15_backup_data,Moorea,YES,Moorea,
26/07/2023,2184,S15,T2,YES,Site15_data,Moorea,YES,Site15_backup_data,Moorea,YES,Moorea,
26/07/2023,2185,S15,T2,NA,NA,NA,NA,NA,NA,NA,NA,
26/07/2023,2186,S15,T2,YES,Site15_data,Moorea,YES,Site15_backup_data,Moorea,YES,Moorea,
26/07/2023,2187,S15,T2,YES,Site15_data,Moorea,YES,Site15_backup_data,Moorea,NA,NA,
26/07/2023,2188,S15,T2,NA,NA,NA,NA,NA,NA,NA,NA,
26/07/2023,2189,S15,T2,NA,NA,NA,NA,NA,NA,NA,NA,
26/07/2023,2190,S15,T2,YES,Site15_data,Moorea,YES,Site15_backup_data,Moorea,YES,Moorea,
26/07/2023,2191,S15,T2,YES,Site15_data,Moorea,NA,NA,NA,NA,NA,
26/07/2023,2192,S15,T2,YES,Site15_data,Moorea,YES,Site15_backup_data,Moorea,YES,Moorea,
26/07/2023,2193,S15,T2,YES,Site15_data,Moorea,YES,Site15_backup_data,Moorea,YES,Moorea,
26/07/2023,2194,S15,T2,YES,Site15_data,Moorea,YES,Site15_backup_data,Moorea,YES,Moorea,
26/07/2023,2195,S15,T2,YES,Site15_data,Moorea,NA,NA,NA,NA,NA,
26/07/2023,2196,S15,T2,YES,Site15_data,Moorea,YES,Site15_backup_data,Moorea,YES,Moorea,
26/07/2023,2197,S15,T2,YES,Site15_data,Moorea,YES,Site15_backup_data,Moorea,YES,Moorea,
26/07/2023,2198,S15,T2,YES,Site15_data,Moorea,YES,Site15_backup_data,Moorea,YES,Moorea,
26/07/2023,2199,S15,T2,YES,Site15_data,Moorea,YES,Site15_backup_data,Moorea,NA,NA,
26/07/2023,2200,S15,T2,YES,Site15_data,Moorea,YES,Site15_backup_data,Moorea,YES,Moorea,
26/07/2023,2201,S15,T2,YES,Site15_data,Moorea,YES,Site15_backup_data,Moorea,YES,Moorea,
26/07/2023,2202,S15,T2,YES,Site15_data,Moorea,NA,NA,NA,NA,NA,
26/07/2023,2203,S15,T2,YES,Site15_data,Moorea,YES,Site15_backup_data,Moorea,YES,Moorea,
26/07/2023,2204,S15,T2,YES,Site15_data,Moorea,YES,Site15_backup_data,Moorea,YES,Moorea,
26/07/2023,2205,S15,T2,YES,Site15_data,Moorea,YES,Site15_backup_data,Moorea,YES,Moorea,
26/07/2023,2206,S15,T2,YES,Site15_data,Moorea,YES,Site15_backup_data,Moorea,YES,Moorea,
26/07/2023,2207,S15,T2,YES,Site15_data,Moorea,YES,Site15_backup_data,Moorea,NA,Moorea,
26/07/2023,2208,S15,T2,YES,Site15_data,Moorea,YES,Site15_backup_data,Moorea,YES,Moorea,
26/07/2023,2209,S15,T2,YES,Site15_data,Moorea,YES,Site15_backup_data,Moorea,YES,Moorea,
26/07/2023,2210,S15,T2,YES,Site15_data,Moorea,YES,Site15_backup_data,Moorea,YES,Moorea,
26/07/2023,2211,S15,T2,YES,Site15_data,Moorea,YES,Site15_backup_data,Moorea,YES,Moorea,
26/07/2023,2212,S15,T2,YES,Site15_data,Moorea,NA,NA,NA,MO,NA,
26/07/2023,2213,S15,T2,YES,Site15_data,Moorea,YES,Site15_backup_data,Moorea,YES,Moorea,
26/07/2023,2214,S15,T2,YES,Site15_data,Moorea,YES,Site15_backup_data,Moorea,YES,Moorea,
26/07/2023,2215,S15,T2,YES,Site15_data,Moorea,YES,Site15_backup_data,Moorea,YES,Moorea,
26/07/2023,2216,S15,T2,YES,Site15_data,Moorea,YES,Site15_backup_data,Moorea,YES,Moorea,
26/07/2023,2217,S15,T2,YES,Site15_data,Moorea,YES,Site15_backup_data,Moorea,YES,Moorea,
26/07/2023,2218,S15,T2,YES,Site15_data,Moorea,YES,Site15_backup_data,Moorea,YES,Moorea,
26/07/2023,2219,S15,T2,YES,Site15_data,Moorea,YES,Site15_backup_data,Moorea,YES,Moorea,
26/07/2023,2220,S15,T2,YES,Site15_data,Moorea,YES,Site15_backup_data,Moorea,YES,Moorea,
26/07/2023,2221,S15,T2,YES,Site15_data,Moorea,YES,Site15_backup_data,Moorea,YES,Moorea,
26/07/2023,2222,S15,T2,YES,Site15_data,Moorea,YES,Site15_backup_data,Moorea,YES,Moorea,
26/07/2023,2223,S15,T2,YES,Site15_data,Moorea,YES,Site15_backup_data,Moorea,YES,Moorea,
26/07/2023,2224,S15,T2,YES,Site15_data,Moorea,YES,Site15_backup_data,Moorea,YES,Moorea,
26/07/2023,2225,S15,T2,YES,Site15_data,Moorea,YES,Site15_backup_data,Moorea,YES,Moorea,
28/07/2023,2081,S15,T3,YES,Site15_data,Moorea,NA,NA,NA,MO,NA,
28/07/2023,2082,S15,T3,NA,NA,NA,NA,NA,NA,NA,NA,
28/07/2023,2083,S15,T3,YES,Site15_data,Moorea,NA,NA,NA,MO,NA,
28/07/2023,2084,S15,T3,YES,Site15_data,Moorea,YES,Site15_backup_data,Moorea,YES,Moorea,
28/07/2023,2325,S15,T3,YES,Site15_data,Moorea,YES,Site15_backup_data,Moorea,YES,Moorea,
28/07/2023,2326,S15,T3,YES,Site15_data,Moorea,YES,Site15_backup_data,Moorea,YES,Moorea,
28/07/2023,2327,S15,T3,YES,Site15_data,Moorea,NA,NA,NA,MO,NA,
28/07/2023,2328,S15,T3,YES,Site15_data,Moorea,YES,Site15_backup_data,Moorea,NA,NA,
28/07/2023,2329,S15,T3,YES,Site15_data,Moorea,YES,Site15_backup_data,Moorea,NA,NA,
28/07/2023,2330,S15,T3,YES,Site15_data,Moorea,YES,Site15_backup_data,Moorea,YES,Moorea,
28/07/2023,2331,S15,T3,NA,NA,NA,NA,NA,NA,NA,NA,
28/07/2023,2332,S15,T3,YES,Site15_data,Moorea,YES,Site15_backup_data,Moorea,YES,Moorea,
28/07/2023,2333,S15,T3,YES,Site15_data,Moorea,YES,Site15_backup_data,Moorea,YES,Moorea,
28/07/2023,2334,S15,T3,YES,Site15_data,Moorea,NA,NA,NA,MO,NA,
28/07/2023,2335,S15,T3,YES,Site15_data,Moorea,YES,Site15_backup_data,Moorea,YES,Moorea,
28/07/2023,2336,S15,T3,NA,NA,NA,NA,NA,NA,NA,NA,
28/07/2023,2337,S15,T3,YES,Site15_data,Moorea,YES,Site15_backup_data,Moorea,YES,Moorea,
28/07/2023,2338,S15,T3,YES,Site15_data,Moorea,YES,Site15_backup_data,Moorea,NA,NA,
28/07/2023,2339,S15,T3,NA,NA,NA,NA,NA,NA,NA,NA,
28/07/2023,2340,S15,T3,YES,Site15_data,Moorea,YES,Site15_backup_data,Moorea,YES,Moorea,
28/07/2023,2341,S15,T3,NA,NA,NA,NA,NA,NA,NA,NA,
28/07/2023,2342,S15,T3,YES,Site15_data,Moorea,YES,Site15_backup_data,Moorea,YES,Moorea,
28/07/2023,2343,S15,T3,NA,NA,NA,NA,NA,NA,NA,NA,
28/07/2023,2344,S15,T3,YES,Site15_data,Moorea,NA,NA,NA,MO,NA,
28/07/2023,2345,S15,T3,YES,Site15_data,Moorea,YES,Site15_backup_data,Moorea,YES,Moorea,
28/07/2023,2346,S15,T3,YES,Site15_data,Moorea,YES,Site15_backup_data,Moorea,YES,Moorea,
28/07/2023,2347,S15,T3,YES,Site15_data,Moorea,YES,Site15_backup_data,Moorea,YES,Moorea,
28/07/2023,2348,S15,T3,YES,Site15_data,Moorea,YES,Site15_backup_data,Moorea,YES,Moorea,
28/07/2023,2349,S15,T3,YES,Site15_data,Moorea,YES,Site15_backup_data,Moorea,YES,Moorea,
28/07/2023,2350,S15,T3,YES,Site15_data,Moorea,YES,Site15_backup_data,Moorea,YES,Moorea,
28/07/2023,2351,S15,T3,YES,Site15_data,Moorea,YES,Site15_backup_data,Moorea,YES,Moorea,
28/07/2023,2352,S15,T3,NA,NA,NA,NA,NA,NA,NA,NA,
28/07/2023,2353,S15,T3,YES,Site15_data,Moorea,YES,Site15_backup_data,Moorea,YES,Moorea,
28/07/2023,2354,S15,T3,YES,Site15_data,Moorea,YES,Site15_backup_data,Moorea,YES,Moorea,
28/07/2023,2355,S15,T3,YES,Site15_data,Moorea,YES,Site15_backup_data,Moorea,YES,Moorea,
28/07/2023,2356,S15,T3,YES,Site15_data,Moorea,YES,Site15_backup_data,Moorea,YES,Moorea,
28/07/2023,2357,S15,T3,YES,Site15_data,Moorea,NA,NA,NA,MO,NA,
28/07/2023,2358,S15,T3,YES,Site15_data,Moorea,YES,Site15_backup_data,Moorea,YES,Moorea,
28/07/2023,2359,S15,T3,YES,Site15_data,Moorea,NA,NA,NA,MO,NA,
28/07/2023,2360,S15,T3,YES,Site15_data,Moorea,YES,Site15_backup_data,Moorea,YES,Moorea,
