year,site,habitat,depth,quad,patch,benthic_category,percent_cover
2012,LTER_4,Backreef,2,W18,2,sand,100
2012,LTER_4,Backreef,2,W18,3,coral,8
2012,LTER_4,Backreef,2,W18,3,ctb,68
2012,LTER_4,Backreef,2,W18,3,macroalgae,0
2012,LTER_4,Backreef,2,W18,3,millepora,0
2012,LTER_4,Backreef,2,W18,3,sand,24
2012,LTER_4,Backreef,2,W18,4,coral,76
2012,LTER_4,Backreef,2,W18,4,ctb,24
2012,LTER_4,Backreef,2,W18,4,macroalgae,0
2012,LTER_4,Backreef,2,W18,4,millepora,0
2012,LTER_4,Backreef,2,W18,4,sand,0
2012,LTER_4,Backreef,2,W18,5,coral,36
2012,LTER_4,Backreef,2,W18,5,ctb,44
2012,LTER_4,Backreef,2,W18,5,macroalgae,0
2012,LTER_4,Backreef,2,W18,5,millepora,0
2012,LTER_4,Backreef,2,W18,5,sand,20
2012,LTER_4,Backreef,2,W19,1,coral,0
2012,LTER_4,Backreef,2,W19,1,ctb,24
2012,LTER_4,Backreef,2,W19,1,macroalgae,0
2012,LTER_4,Backreef,2,W19,1,millepora,0
2012,LTER_4,Backreef,2,W19,1,sand,76
2012,LTER_4,Backreef,2,W19,2,coral,0
2012,LTER_4,Backreef,2,W19,2,ctb,8
2012,LTER_4,Backreef,2,W19,2,macroalgae,0
2012,LTER_4,Backreef,2,W19,2,millepora,0
2012,LTER_4,Backreef,2,W19,2,sand,92
2012,LTER_4,Backreef,2,W19,3,coral,32
2012,LTER_4,Backreef,2,W19,3,ctb,68
2012,LTER_4,Backreef,2,W19,3,macroalgae,0
2012,LTER_4,Backreef,2,W19,3,millepora,0
2012,LTER_4,Backreef,2,W19,3,sand,0
2012,LTER_4,Backreef,2,W19,4,coral,72
2012,LTER_4,Backreef,2,W19,4,ctb,28
2012,LTER_4,Backreef,2,W19,4,macroalgae,0
2012,LTER_4,Backreef,2,W19,4,millepora,0
2012,LTER_4,Backreef,2,W19,4,sand,0
2012,LTER_4,Backreef,2,W19,5,coral,48
2012,LTER_4,Backreef,2,W19,5,ctb,36
2012,LTER_4,Backreef,2,W19,5,macroalgae,0
2012,LTER_4,Backreef,2,W19,5,millepora,0
2012,LTER_4,Backreef,2,W19,5,sand,16
2012,LTER_4,Backreef,2,W20,1,coral,8
2012,LTER_4,Backreef,2,W20,1,ctb,64
2012,LTER_4,Backreef,2,W20,1,macroalgae,0
2012,LTER_4,Backreef,2,W20,1,millepora,0
2012,LTER_4,Backreef,2,W20,1,sand,28
2012,LTER_4,Backreef,2,W20,2,coral,84
2012,LTER_4,Backreef,2,W20,2,ctb,0
2012,LTER_4,Backreef,2,W20,2,macroalgae,16
2012,LTER_4,Backreef,2,W20,2,millepora,0
2012,LTER_4,Backreef,2,W20,2,sand,0
2012,LTER_4,Backreef,2,W20,3,coral,56
2012,LTER_4,Backreef,2,W20,3,ctb,40
2012,LTER_4,Backreef,2,W20,3,macroalgae,4
2012,LTER_4,Backreef,2,W20,3,millepora,0
2012,LTER_4,Backreef,2,W20,3,sand,0
2012,LTER_4,Backreef,2,W20,4,coral,4
2012,LTER_4,Backreef,2,W20,4,ctb,4
2012,LTER_4,Backreef,2,W20,4,macroalgae,0
2012,LTER_4,Backreef,2,W20,4,millepora,0
2012,LTER_4,Backreef,2,W20,4,sand,92
2012,LTER_4,Backreef,2,W20,5,coral,28
2012,LTER_4,Backreef,2,W20,5,ctb,72
2012,LTER_4,Backreef,2,W20,5,macroalgae,0
2012,LTER_4,Backreef,2,W20,5,millepora,0
2012,LTER_4,Backreef,2,W20,5,sand,0
2012,LTER_5,Backreef,2,E11,1,coral,32
2012,LTER_5,Backreef,2,E11,1,ctb,52
2012,LTER_5,Backreef,2,E11,1,macroalgae,0
2012,LTER_5,Backreef,2,E11,1,millepora,0
2012,LTER_5,Backreef,2,E11,1,sand,16
2012,LTER_5,Backreef,2,E11,2,coral,24
2012,LTER_5,Backreef,2,E11,2,ctb,76
2012,LTER_5,Backreef,2,E11,2,macroalgae,0
2012,LTER_5,Backreef,2,E11,2,millepora,0
2012,LTER_5,Backreef,2,E11,2,sand,0
2012,LTER_5,Backreef,2,E11,3,coral,32
2012,LTER_5,Backreef,2,E11,3,ctb,60
2012,LTER_5,Backreef,2,E11,3,macroalgae,0
2012,LTER_5,Backreef,2,E11,3,millepora,0
2012,LTER_5,Backreef,2,E11,3,sand,8
2012,LTER_5,Backreef,2,E11,4,coral,40
2012,LTER_5,Backreef,2,E11,4,ctb,52
2012,LTER_5,Backreef,2,E11,4,macroalgae,0
2012,LTER_5,Backreef,2,E11,4,millepora,0
2012,LTER_5,Backreef,2,E11,4,sand,8
2012,LTER_5,Backreef,2,E12,1,coral,24
2012,LTER_5,Backreef,2,E12,1,ctb,12
2012,LTER_5,Backreef,2,E12,1,macroalgae,4
2012,LTER_5,Backreef,2,E12,1,millepora,0
2012,LTER_5,Backreef,2,E12,1,sand,60
2012,LTER_5,Backreef,2,E12,2,coral,32
2012,LTER_5,Backreef,2,E12,2,ctb,64
2012,LTER_5,Backreef,2,E12,2,macroalgae,0
2012,LTER_5,Backreef,2,E12,2,millepora,0
2012,LTER_5,Backreef,2,E12,2,sand,4
2012,LTER_5,Backreef,2,E12,3,coral,4
2012,LTER_5,Backreef,2,E12,3,ctb,4
2012,LTER_5,Backreef,2,E12,3,macroalgae,0
2012,LTER_5,Backreef,2,E12,3,millepora,0
2012,LTER_5,Backreef,2,E12,3,sand,92
2012,LTER_5,Backreef,2,E12,4,coral,8
2012,LTER_5,Backreef,2,E12,4,ctb,4
2012,LTER_5,Backreef,2,E12,4,macroalgae,0
2012,LTER_5,Backreef,2,E12,4,millepora,0
2012,LTER_5,Backreef,2,E12,4,sand,88
2012,LTER_5,Backreef,2,E13,1,coral,0
2012,LTER_5,Backreef,2,E13,1,ctb,0
2012,LTER_5,Backreef,2,E13,1,macroalgae,0
2012,LTER_5,Backreef,2,E13,1,millepora,0
2012,LTER_5,Backreef,2,E13,1,sand,100
2012,LTER_5,Backreef,2,E13,2,coral,64
2012,LTER_5,Backreef,2,E13,2,ctb,24
2012,LTER_5,Backreef,2,E13,2,macroalgae,8
2012,LTER_5,Backreef,2,E13,2,millepora,0
2012,LTER_5,Backreef,2,E13,2,sand,4
2012,LTER_5,Backreef,2,E13,3,coral,28
2012,LTER_5,Backreef,2,E13,3,ctb,32
2012,LTER_5,Backreef,2,E13,3,macroalgae,4
2012,LTER_5,Backreef,2,E13,3,millepora,0
2012,LTER_5,Backreef,2,E13,3,sand,36
2012,LTER_5,Backreef,2,E13,4,coral,0
2012,LTER_5,Backreef,2,E13,4,ctb,20
2012,LTER_5,Backreef,2,E13,4,macroalgae,0
2012,LTER_5,Backreef,2,E13,4,millepora,0
2012,LTER_5,Backreef,2,E13,4,sand,80
2012,LTER_5,Backreef,2,E14,1,coral,24
2012,LTER_5,Backreef,2,E14,1,ctb,12
2012,LTER_5,Backreef,2,E14,1,macroalgae,0
2012,LTER_5,Backreef,2,E14,1,millepora,0
2012,LTER_5,Backreef,2,E14,1,sand,64
2012,LTER_5,Backreef,2,E14,2,coral,40
2012,LTER_5,Backreef,2,E14,2,ctb,60
2012,LTER_5,Backreef,2,E14,2,macroalgae,0
2012,LTER_5,Backreef,2,E14,2,millepora,0
2012,LTER_5,Backreef,2,E14,2,sand,0
2012,LTER_5,Backreef,2,E14,3,coral,0
2012,LTER_5,Backreef,2,E14,3,ctb,100
2012,LTER_5,Backreef,2,E14,3,macroalgae,0
2012,LTER_5,Backreef,2,E14,3,millepora,0
2012,LTER_5,Backreef,2,E14,3,sand,0
2012,LTER_5,Backreef,2,E14,4,coral,0
2012,LTER_5,Backreef,2,E14,4,ctb,12
2012,LTER_5,Backreef,2,E14,4,macroalgae,0
2012,LTER_5,Backreef,2,E14,4,millepora,0
2012,LTER_5,Backreef,2,E14,4,sand,88
2012,LTER_5,Backreef,2,E15,1,coral,0
2012,LTER_5,Backreef,2,E15,1,ctb,0
2012,LTER_5,Backreef,2,E15,1,macroalgae,0
2012,LTER_5,Backreef,2,E15,1,millepora,0
2012,LTER_5,Backreef,2,E15,1,sand,100
2012,LTER_5,Backreef,2,E15,2,coral,84
2012,LTER_5,Backreef,2,E15,2,ctb,16
2012,LTER_5,Backreef,2,E15,2,macroalgae,0
2012,LTER_5,Backreef,2,E15,2,millepora,0
2012,LTER_5,Backreef,2,E15,2,sand,0
2012,LTER_5,Backreef,2,E15,3,coral,24
2012,LTER_5,Backreef,2,E15,3,ctb,32
2012,LTER_5,Backreef,2,E15,3,macroalgae,4
2012,LTER_5,Backreef,2,E15,3,millepora,0
2012,LTER_5,Backreef,2,E15,3,sand,40
2012,LTER_5,Backreef,2,E15,4,coral,0
2012,LTER_5,Backreef,2,E15,4,ctb,0
2012,LTER_5,Backreef,2,E15,4,macroalgae,0
2012,LTER_5,Backreef,2,E15,4,millepora,0
2012,LTER_5,Backreef,2,E15,4,sand,100
2012,LTER_5,Backreef,2,N10,1,coral,0
2012,LTER_5,Backreef,2,N10,1,ctb,0
2012,LTER_5,Backreef,2,N10,1,macroalgae,0
2012,LTER_5,Backreef,2,N10,1,millepora,0
2012,LTER_5,Backreef,2,N10,1,sand,100
2012,LTER_5,Backreef,2,N10,2,coral,28
2012,LTER_5,Backreef,2,N10,2,ctb,0
2012,LTER_5,Backreef,2,N10,2,macroalgae,0
2012,LTER_5,Backreef,2,N10,2,millepora,0
2012,LTER_5,Backreef,2,N10,2,sand,72
2012,LTER_5,Backreef,2,N10,3,coral,100
2012,LTER_5,Backreef,2,N10,3,ctb,0
2012,LTER_5,Backreef,2,N10,3,macroalgae,0
2012,LTER_5,Backreef,2,N10,3,millepora,0
2012,LTER_5,Backreef,2,N10,3,sand,0
2012,LTER_5,Backreef,2,N10,4,coral,8
2012,LTER_5,Backreef,2,N10,4,ctb,8
2012,LTER_5,Backreef,2,N10,4,macroalgae,12
2012,LTER_5,Backreef,2,N10,4,millepora,0
2012,LTER_5,Backreef,2,N10,4,sand,72
2012,LTER_5,Backreef,2,N6,1,coral,20
2012,LTER_5,Backreef,2,N6,1,ctb,68
2012,LTER_5,Backreef,2,N6,1,macroalgae,0
2012,LTER_5,Backreef,2,N6,1,millepora,0
2012,LTER_5,Backreef,2,N6,1,sand,12
2012,LTER_5,Backreef,2,N6,2,coral,32
2012,LTER_5,Backreef,2,N6,2,ctb,68
2012,LTER_5,Backreef,2,N6,2,macroalgae,0
2012,LTER_5,Backreef,2,N6,2,millepora,0
2012,LTER_5,Backreef,2,N6,2,sand,0
2012,LTER_5,Backreef,2,N6,3,coral,84
2012,LTER_5,Backreef,2,N6,3,ctb,8
2012,LTER_5,Backreef,2,N6,3,macroalgae,0
2012,LTER_5,Backreef,2,N6,3,millepora,0
2012,LTER_5,Backreef,2,N6,3,sand,8
2012,LTER_5,Backreef,2,N6,4,coral,8
2012,LTER_5,Backreef,2,N6,4,ctb,80
2012,LTER_5,Backreef,2,N6,4,macroalgae,0
2012,LTER_5,Backreef,2,N6,4,millepora,0
2012,LTER_5,Backreef,2,N6,4,sand,12
2012,LTER_5,Backreef,2,N7,1,coral,32
2012,LTER_5,Backreef,2,N7,1,ctb,60
2012,LTER_5,Backreef,2,N7,1,macroalgae,0
2012,LTER_5,Backreef,2,N7,1,millepora,0
2012,LTER_5,Backreef,2,N7,1,sand,8
2012,LTER_5,Backreef,2,N7,2,coral,12
2012,LTER_5,Backreef,2,N7,2,ctb,4
2012,LTER_5,Backreef,2,N7,2,macroalgae,12
2012,LTER_5,Backreef,2,N7,2,millepora,0
2012,LTER_5,Backreef,2,N7,2,sand,72
2012,LTER_5,Backreef,2,N7,3,coral,100
2012,LTER_5,Backreef,2,N7,3,ctb,0
2012,LTER_5,Backreef,2,N7,3,macroalgae,0
2012,LTER_5,Backreef,2,N7,3,millepora,0
2012,LTER_5,Backreef,2,N7,3,sand,0
2012,LTER_5,Backreef,2,N7,4,BW,100
2012,LTER_5,Backreef,2,N8,1,coral,32
2012,LTER_5,Backreef,2,N8,1,ctb,24
2012,LTER_5,Backreef,2,N8,1,macroalgae,4
2012,LTER_5,Backreef,2,N8,1,millepora,0
2012,LTER_5,Backreef,2,N8,1,sand,40
2012,LTER_5,Backreef,2,N8,2,coral,4
2012,LTER_5,Backreef,2,N8,2,ctb,64
2012,LTER_5,Backreef,2,N8,2,macroalgae,0
2012,LTER_5,Backreef,2,N8,2,millepora,0
2012,LTER_5,Backreef,2,N8,2,sand,32
2012,LTER_5,Backreef,2,N8,3,coral,48
2012,LTER_5,Backreef,2,N8,3,ctb,0
2012,LTER_5,Backreef,2,N8,3,macroalgae,0
2012,LTER_5,Backreef,2,N8,3,millepora,0
2012,LTER_5,Backreef,2,N8,3,sand,52
2012,LTER_5,Backreef,2,N8,4,BW,100
2012,LTER_5,Backreef,2,N9,1,coral,0
2012,LTER_5,Backreef,2,N9,1,ctb,0
2012,LTER_5,Backreef,2,N9,1,macroalgae,0
2012,LTER_5,Backreef,2,N9,1,millepora,0
2012,LTER_5,Backreef,2,N9,1,sand,100
2012,LTER_5,Backreef,2,N9,2,coral,40
2012,LTER_5,Backreef,2,N9,2,ctb,12
2012,LTER_5,Backreef,2,N9,2,macroalgae,0
2012,LTER_5,Backreef,2,N9,2,millepora,0
2012,LTER_5,Backreef,2,N9,2,sand,48
2012,LTER_5,Backreef,2,N9,3,coral,20
2012,LTER_5,Backreef,2,N9,3,ctb,44
2012,LTER_5,Backreef,2,N9,3,macroalgae,0
2012,LTER_5,Backreef,2,N9,3,millepora,0
2012,LTER_5,Backreef,2,N9,3,sand,36
2012,LTER_5,Backreef,2,N9,4,coral,0
2012,LTER_5,Backreef,2,N9,4,ctb,80
2012,LTER_5,Backreef,2,N9,4,macroalgae,0
2012,LTER_5,Backreef,2,N9,4,millepora,0
2012,LTER_5,Backreef,2,N9,4,sand,20
2012,LTER_5,Backreef,2,S1,1,coral,16
2012,LTER_5,Backreef,2,S1,1,ctb,32
2012,LTER_5,Backreef,2,S1,1,macroalgae,0
2012,LTER_5,Backreef,2,S1,1,millepora,0
2012,LTER_5,Backreef,2,S1,1,sand,52
2012,LTER_5,Backreef,2,S1,2,coral,16
2012,LTER_5,Backreef,2,S1,2,ctb,44
2012,LTER_5,Backreef,2,S1,2,macroalgae,0
2012,LTER_5,Backreef,2,S1,2,millepora,0
2012,LTER_5,Backreef,2,S1,2,sand,40
2012,LTER_5,Backreef,2,S1,3,coral,96
2012,LTER_5,Backreef,2,S1,3,ctb,0
2012,LTER_5,Backreef,2,S1,3,macroalgae,0
2012,LTER_5,Backreef,2,S1,3,millepora,0
2012,LTER_5,Backreef,2,S1,3,sand,4
2012,LTER_5,Backreef,2,S1,4,coral,0
2012,LTER_5,Backreef,2,S1,4,ctb,8
2012,LTER_5,Backreef,2,S1,4,macroalgae,0
2012,LTER_5,Backreef,2,S1,4,millepora,80
2012,LTER_5,Backreef,2,S1,4,sand,12
2012,LTER_5,Backreef,2,S2,1,coral,84
2012,LTER_5,Backreef,2,S2,1,ctb,8
2012,LTER_5,Backreef,2,S2,1,macroalgae,0
2012,LTER_5,Backreef,2,S2,1,millepora,0
2012,LTER_5,Backreef,2,S2,1,sand,8
2012,LTER_5,Backreef,2,S2,2,coral,0
2012,LTER_5,Backreef,2,S2,2,ctb,0
2012,LTER_5,Backreef,2,S2,2,macroalgae,0
2012,LTER_5,Backreef,2,S2,2,millepora,0
2012,LTER_5,Backreef,2,S2,2,sand,100
2012,LTER_5,Backreef,2,S2,3,coral,4
2012,LTER_5,Backreef,2,S2,3,ctb,36
2012,LTER_5,Backreef,2,S2,3,macroalgae,0
2012,LTER_5,Backreef,2,S2,3,millepora,0
2012,LTER_5,Backreef,2,S2,3,sand,60
2012,LTER_5,Backreef,2,S2,4,BW,100
2012,LTER_5,Backreef,2,S3,1,coral,12
2012,LTER_5,Backreef,2,S3,1,ctb,88
2012,LTER_5,Backreef,2,S3,1,macroalgae,0
2012,LTER_5,Backreef,2,S3,1,millepora,0
2012,LTER_5,Backreef,2,S3,1,sand,0
2012,LTER_5,Backreef,2,S3,2,coral,24
2012,LTER_5,Backreef,2,S3,2,ctb,24
2012,LTER_5,Backreef,2,S3,2,macroalgae,0
2012,LTER_5,Backreef,2,S3,2,millepora,0
2012,LTER_5,Backreef,2,S3,2,sand,52
2012,LTER_5,Backreef,2,S3,3,coral,20
2012,LTER_5,Backreef,2,S3,3,ctb,32
2012,LTER_5,Backreef,2,S3,3,macroalgae,0
2012,LTER_5,Backreef,2,S3,3,millepora,0
2012,LTER_5,Backreef,2,S3,3,sand,48
2012,LTER_5,Backreef,2,S3,4,BW,100
2012,LTER_5,Backreef,2,S4,1,coral,16
2012,LTER_5,Backreef,2,S4,1,ctb,80
2012,LTER_5,Backreef,2,S4,1,macroalgae,0
2012,LTER_5,Backreef,2,S4,1,millepora,0
2012,LTER_5,Backreef,2,S4,1,sand,4
2012,LTER_5,Backreef,2,S4,2,coral,56
2012,LTER_5,Backreef,2,S4,2,ctb,0
2012,LTER_5,Backreef,2,S4,2,macroalgae,0
2012,LTER_5,Backreef,2,S4,2,millepora,0
2012,LTER_5,Backreef,2,S4,2,sand,44
2012,LTER_5,Backreef,2,S4,3,coral,8
2012,LTER_5,Backreef,2,S4,3,ctb,40
2012,LTER_5,Backreef,2,S4,3,macroalgae,8
2012,LTER_5,Backreef,2,S4,3,millepora,0
2012,LTER_5,Backreef,2,S4,3,sand,44
2012,LTER_5,Backreef,2,S4,4,coral,88
2012,LTER_5,Backreef,2,S4,4,ctb,8
2012,LTER_5,Backreef,2,S4,4,macroalgae,4
2012,LTER_5,Backreef,2,S4,4,millepora,0
2012,LTER_5,Backreef,2,S4,4,sand,0
2012,LTER_5,Backreef,2,S5,1,coral,24
2012,LTER_5,Backreef,2,S5,1,ctb,76
2012,LTER_5,Backreef,2,S5,1,macroalgae,0
2012,LTER_5,Backreef,2,S5,1,millepora,0
2012,LTER_5,Backreef,2,S5,1,sand,0
2012,LTER_5,Backreef,2,S5,2,coral,0
2012,LTER_5,Backreef,2,S5,2,ctb,24
2012,LTER_5,Backreef,2,S5,2,macroalgae,0
2012,LTER_5,Backreef,2,S5,2,millepora,0
2012,LTER_5,Backreef,2,S5,2,sand,76
2012,LTER_5,Backreef,2,S5,3,coral,0
2012,LTER_5,Backreef,2,S5,3,ctb,0
2012,LTER_5,Backreef,2,S5,3,macroalgae,0
2012,LTER_5,Backreef,2,S5,3,millepora,0
2012,LTER_5,Backreef,2,S5,3,sand,100
2012,LTER_5,Backreef,2,S5,4,coral,12
2012,LTER_5,Backreef,2,S5,4,ctb,0
2012,LTER_5,Backreef,2,S5,4,macroalgae,0
2012,LTER_5,Backreef,2,S5,4,millepora,0
2012,LTER_5,Backreef,2,S5,4,sand,88
2012,LTER_5,Backreef,2,W16,1,coral,12
2012,LTER_5,Backreef,2,W16,1,ctb,36
2012,LTER_5,Backreef,2,W16,1,macroalgae,4
2012,LTER_5,Backreef,2,W16,1,millepora,0
2012,LTER_5,Backreef,2,W16,1,sand,48
2012,LTER_5,Backreef,2,W16,2,coral,44
2012,LTER_5,Backreef,2,W16,2,ctb,16
2012,LTER_5,Backreef,2,W16,2,macroalgae,0
2012,LTER_5,Backreef,2,W16,2,millepora,0
2012,LTER_5,Backreef,2,W16,2,sand,40
2012,LTER_5,Backreef,2,W16,3,coral,16
2012,LTER_5,Backreef,2,W16,3,ctb,56
2012,LTER_5,Backreef,2,W16,3,macroalgae,0
2012,LTER_5,Backreef,2,W16,3,millepora,0
2012,LTER_5,Backreef,2,W16,3,sand,28
2012,LTER_5,Backreef,2,W16,4,coral,20
2012,LTER_5,Backreef,2,W16,4,ctb,20
2012,LTER_5,Backreef,2,W16,4,macroalgae,0
2012,LTER_5,Backreef,2,W16,4,millepora,0
2012,LTER_5,Backreef,2,W16,4,sand,60
2012,LTER_5,Backreef,2,W17,1,coral,8
2012,LTER_5,Backreef,2,W17,1,ctb,48
2012,LTER_5,Backreef,2,W17,1,macroalgae,0
2012,LTER_5,Backreef,2,W17,1,millepora,0
2012,LTER_5,Backreef,2,W17,1,sand,44
2012,LTER_5,Backreef,2,W17,2,coral,32
2012,LTER_5,Backreef,2,W17,2,ctb,64
2012,LTER_5,Backreef,2,W17,2,macroalgae,0
2012,LTER_5,Backreef,2,W17,2,millepora,0
2012,LTER_5,Backreef,2,W17,2,sand,4
2012,LTER_5,Backreef,2,W17,3,coral,60
2012,LTER_5,Backreef,2,W17,3,ctb,28
2012,LTER_5,Backreef,2,W17,3,macroalgae,0
2012,LTER_5,Backreef,2,W17,3,millepora,0
2012,LTER_5,Backreef,2,W17,3,sand,12
2012,LTER_5,Backreef,2,W17,4,coral,12
2012,LTER_5,Backreef,2,W17,4,ctb,36
2012,LTER_5,Backreef,2,W17,4,macroalgae,4
2012,LTER_5,Backreef,2,W17,4,millepora,0
2012,LTER_5,Backreef,2,W17,4,sand,48
2012,LTER_5,Backreef,2,W18,1,coral,20
2012,LTER_5,Backreef,2,W18,1,ctb,40
2012,LTER_5,Backreef,2,W18,1,macroalgae,8
2012,LTER_5,Backreef,2,W18,1,millepora,0
2012,LTER_5,Backreef,2,W18,1,sand,32
2012,LTER_5,Backreef,2,W18,2,coral,36
2012,LTER_5,Backreef,2,W18,2,ctb,44
2012,LTER_5,Backreef,2,W18,2,macroalgae,0
2012,LTER_5,Backreef,2,W18,2,millepora,0
2012,LTER_5,Backreef,2,W18,2,sand,20
2012,LTER_5,Backreef,2,W18,3,coral,80
2012,LTER_5,Backreef,2,W18,3,ctb,20
2012,LTER_5,Backreef,2,W18,3,macroalgae,0
2012,LTER_5,Backreef,2,W18,3,millepora,0
2012,LTER_5,Backreef,2,W18,3,sand,0
2012,LTER_5,Backreef,2,W18,4,coral,0
2012,LTER_5,Backreef,2,W18,4,ctb,56
2012,LTER_5,Backreef,2,W18,4,macroalgae,0
2012,LTER_5,Backreef,2,W18,4,millepora,0
2012,LTER_5,Backreef,2,W18,4,sand,44
2012,LTER_5,Backreef,2,W19,1,coral,16
2012,LTER_5,Backreef,2,W19,1,ctb,32
2012,LTER_5,Backreef,2,W19,1,macroalgae,0
2012,LTER_5,Backreef,2,W19,1,millepora,0
2012,LTER_5,Backreef,2,W19,1,sand,52
2012,LTER_5,Backreef,2,W19,2,coral,20
2012,LTER_5,Backreef,2,W19,2,ctb,32
2012,LTER_5,Backreef,2,W19,2,macroalgae,0
2012,LTER_5,Backreef,2,W19,2,millepora,0
2012,LTER_5,Backreef,2,W19,2,sand,48
2012,LTER_5,Backreef,2,W19,3,BW,100
2012,LTER_5,Backreef,2,W19,4,coral,4
2012,LTER_5,Backreef,2,W19,4,ctb,44
2012,LTER_5,Backreef,2,W19,4,macroalgae,0
2012,LTER_5,Backreef,2,W19,4,millepora,0
2012,LTER_5,Backreef,2,W19,4,sand,52
2012,LTER_5,Backreef,2,W20,1,coral,8
2012,LTER_5,Backreef,2,W20,1,ctb,92
2012,LTER_5,Backreef,2,W20,1,macroalgae,0
2012,LTER_5,Backreef,2,W20,1,millepora,0
2012,LTER_5,Backreef,2,W20,1,sand,0
2012,LTER_5,Backreef,2,W20,2,coral,80
2012,LTER_5,Backreef,2,W20,2,ctb,4
2012,LTER_5,Backreef,2,W20,2,macroalgae,0
2012,LTER_5,Backreef,2,W20,2,millepora,0
2012,LTER_5,Backreef,2,W20,2,sand,16
2012,LTER_5,Backreef,2,W20,3,coral,32
2012,LTER_5,Backreef,2,W20,3,ctb,60
2012,LTER_5,Backreef,2,W20,3,macroalgae,0
2012,LTER_5,Backreef,2,W20,3,millepora,0
2012,LTER_5,Backreef,2,W20,3,sand,8
2012,LTER_5,Backreef,2,W20,4,coral,20
2012,LTER_5,Backreef,2,W20,4,ctb,32
2012,LTER_5,Backreef,2,W20,4,macroalgae,8
2012,LTER_5,Backreef,2,W20,4,millepora,0
2012,LTER_5,Backreef,2,W20,4,sand,40
2012,LTER_6,Backreef,2,E11,1,coral,0
2012,LTER_6,Backreef,2,E11,1,ctb,96
2012,LTER_6,Backreef,2,E11,1,macroalgae,0
2012,LTER_6,Backreef,2,E11,1,millepora,0
2012,LTER_6,Backreef,2,E11,1,sand,4
2012,LTER_6,Backreef,2,E11,2,coral,0
2012,LTER_6,Backreef,2,E11,2,ctb,88
2012,LTER_6,Backreef,2,E11,2,macroalgae,0
2012,LTER_6,Backreef,2,E11,2,millepora,0
2012,LTER_6,Backreef,2,E11,2,sand,12
2012,LTER_6,Backreef,2,E11,3,coral,8
2012,LTER_6,Backreef,2,E11,3,ctb,84
2012,LTER_6,Backreef,2,E11,3,macroalgae,8
2012,LTER_6,Backreef,2,E11,3,millepora,0
2012,LTER_6,Backreef,2,E11,3,sand,0
2012,LTER_6,Backreef,2,E11,4,coral,20
2012,LTER_6,Backreef,2,E11,4,ctb,72
2012,LTER_6,Backreef,2,E11,4,macroalgae,4
2012,LTER_6,Backreef,2,E11,4,millepora,0
2012,LTER_6,Backreef,2,E11,4,sand,4
2012,LTER_6,Backreef,2,E11,5,coral,4
2012,LTER_6,Backreef,2,E11,5,ctb,52
2012,LTER_6,Backreef,2,E11,5,macroalgae,0
2012,LTER_6,Backreef,2,E11,5,millepora,0
2012,LTER_6,Backreef,2,E11,5,sand,44
2012,LTER_6,Backreef,2,E12,1,coral,28
2012,LTER_6,Backreef,2,E12,1,ctb,68
2012,LTER_6,Backreef,2,E12,1,macroalgae,0
2012,LTER_6,Backreef,2,E12,1,millepora,0
2012,LTER_6,Backreef,2,E12,1,sand,4
2012,LTER_6,Backreef,2,E12,2,coral,24
2012,LTER_6,Backreef,2,E12,2,ctb,56
2012,LTER_6,Backreef,2,E12,2,macroalgae,0
2012,LTER_6,Backreef,2,E12,2,millepora,0
2012,LTER_6,Backreef,2,E12,2,sand,20
2012,LTER_6,Backreef,2,E12,3,coral,24
2012,LTER_6,Backreef,2,E12,3,ctb,68
2012,LTER_6,Backreef,2,E12,3,macroalgae,0
2012,LTER_6,Backreef,2,E12,3,millepora,0
2012,LTER_6,Backreef,2,E12,3,sand,8
2012,LTER_6,Backreef,2,E12,4,coral,12
2012,LTER_6,Backreef,2,E12,4,ctb,88
2012,LTER_6,Backreef,2,E12,4,macroalgae,0
2012,LTER_6,Backreef,2,E12,4,millepora,0
2012,LTER_6,Backreef,2,E12,4,sand,0
2012,LTER_6,Backreef,2,E12,5,coral,64
2012,LTER_6,Backreef,2,E12,5,ctb,4
2012,LTER_6,Backreef,2,E12,5,macroalgae,0
2012,LTER_6,Backreef,2,E12,5,millepora,0
2012,LTER_6,Backreef,2,E12,5,sand,32
2012,LTER_6,Backreef,2,E13,1,coral,0
2012,LTER_6,Backreef,2,E13,1,ctb,68
2012,LTER_6,Backreef,2,E13,1,macroalgae,0
2012,LTER_6,Backreef,2,E13,1,millepora,0
2012,LTER_6,Backreef,2,E13,1,sand,32
2012,LTER_6,Backreef,2,E13,2,coral,52
2012,LTER_6,Backreef,2,E13,2,ctb,44
2012,LTER_6,Backreef,2,E13,2,macroalgae,0
2012,LTER_6,Backreef,2,E13,2,millepora,0
2012,LTER_6,Backreef,2,E13,2,sand,4
2012,LTER_6,Backreef,2,E13,3,coral,0
2012,LTER_6,Backreef,2,E13,3,ctb,8
2012,LTER_6,Backreef,2,E13,3,macroalgae,0
2012,LTER_6,Backreef,2,E13,3,millepora,0
2012,LTER_6,Backreef,2,E13,3,sand,92
2012,LTER_6,Backreef,2,E13,4,coral,36
2012,LTER_6,Backreef,2,E13,4,ctb,52
2012,LTER_6,Backreef,2,E13,4,macroalgae,4
2012,LTER_6,Backreef,2,E13,4,millepora,0
2012,LTER_6,Backreef,2,E13,4,sand,8
2012,LTER_6,Backreef,2,E13,5,coral,68
