year,site,habitat,depth,quad,patch,coral,macroalgae,sand,millepora,ctb,sub_squares,note
2016,LTER_1,Backreef,2,S1,1,0,80,0,0,20,25,na
2016,LTER_1,Backreef,2,S1,2,12,0,0,0,88,25,na
2016,LTER_1,Backreef,2,S1,3,4,16,40,0,40,25,na
2016,LTER_1,Backreef,2,S1,4,0,4,8,0,88,25,na
2016,LTER_1,Backreef,2,S1,5,20,0,12,0,68,25,na
2016,LTER_1,Backreef,2,S2,1,0,8,64,0,28,25,na
2016,LTER_1,Backreef,2,S2,2,16,4,0,0,80,25,na
2016,LTER_1,Backreef,2,S2,3,0,8,16,0,76,25,na
2016,LTER_1,Backreef,2,S2,4,0,32,0,0,68,25,na
2016,LTER_1,Backreef,2,S2,5,0,4,68,0,28,25,na
2016,LTER_1,Backreef,2,S3,1,0,8,72,0,20,25,na
2016,LTER_1,Backreef,2,S3,2,4,0,0,0,96,25,na
2016,LTER_1,Backreef,2,S3,3,0,24,0,0,76,25,na
2016,LTER_1,Backreef,2,S3,4,4,32,0,0,64,25,na
2016,LTER_1,Backreef,2,S3,5,0,0,100,0,0,25,na
2016,LTER_1,Backreef,2,S4,1,0,0,64,0,36,25,na
2016,LTER_1,Backreef,2,S4,2,0,36,0,0,64,25,na
2016,LTER_1,Backreef,2,S4,3,0,20,0,0,80,25,na
2016,LTER_1,Backreef,2,S4,4,0,8,16,0,76,25,na
2016,LTER_1,Backreef,2,S4,5,4,0,92,0,4,25,na
2016,LTER_1,Backreef,2,S5,1,0,0,100,0,0,25,na
2016,LTER_1,Backreef,2,S5,2,0,4,20,0,76,25,na
2016,LTER_1,Backreef,2,S5,3,12,0,0,0,88,25,na
2016,LTER_1,Backreef,2,S5,4,0,20,8,0,72,25,na
2016,LTER_1,Backreef,2,S5,5,0,4,48,0,48,25,na
2016,LTER_1,Backreef,2,W16,1,8,16,0,0,76,25,na
2016,LTER_1,Backreef,2,W16,2,4,20,0,0,76,25,na
2016,LTER_1,Backreef,2,W16,3,0,24,0,0,76,25,na
2016,LTER_1,Backreef,2,W16,4,8,20,0,0,72,25,na
2016,LTER_1,Backreef,2,W16,5,0,8,68,0,24,25,na
2016,LTER_1,Backreef,2,W17,1,0,0,0,0,100,25,na
2016,LTER_1,Backreef,2,W17,2,0,20,12,0,68,25,na
2016,LTER_1,Backreef,2,W17,3,12,20,0,0,68,25,na
2016,LTER_1,Backreef,2,W17,4,0,20,12,0,68,25,na
2016,LTER_1,Backreef,2,W17,5,0,0,16,0,84,25,na
2016,LTER_1,Backreef,2,W18,1,16,0,20,0,64,25,na
2016,LTER_1,Backreef,2,W18,2,0,4,56,0,40,25,na
2016,LTER_1,Backreef,2,W18,3,12,0,4,0,84,25,na
2016,LTER_1,Backreef,2,W18,4,12,12,28,0,48,25,na
2016,LTER_1,Backreef,2,W18,5,0,4,0,0,96,25,na
2016,LTER_1,Backreef,2,W19,1,8,8,32,0,52,25,na
2016,LTER_1,Backreef,2,W19,2,0,4,92,0,4,25,na
2016,LTER_1,Backreef,2,W19,3,36,0,20,0,44,25,na
2016,LTER_1,Backreef,2,W19,4,4,4,40,0,52,25,na
2016,LTER_1,Backreef,2,W19,5,0,8,24,0,68,25,na
2016,LTER_1,Backreef,2,W20,1,20,12,36,0,32,25,na
2016,LTER_1,Backreef,2,W20,2,12,8,20,0,60,25,na
2016,LTER_1,Backreef,2,W20,3,16,24,12,0,48,25,na
2016,LTER_1,Backreef,2,W20,4,16,0,28,0,56,25,na
2016,LTER_1,Backreef,2,W20,5,40,0,4,0,56,25,na
2016,LTER_2,Backreef,2,E11,1,0,72,28,0,0,25,na
2016,LTER_2,Backreef,2,E11,2,0,20,12,0,68,25,na
2016,LTER_2,Backreef,2,E11,3,0,36,48,0,16,25,na
2016,LTER_2,Backreef,2,E11,4,0,0,0,0,100,25,na
2016,LTER_2,Backreef,2,E11,5,0,76,0,0,24,25,na
2016,LTER_2,Backreef,2,E12,1,0,28,8,0,64,25,na
2016,LTER_2,Backreef,2,E12,2,4,4,8,0,84,25,na
2016,LTER_2,Backreef,2,E12,3,0,88,4,0,8,25,na
2016,LTER_2,Backreef,2,E12,4,4,12,4,0,80,25,na
2016,LTER_2,Backreef,2,E12,5,0,72,20,0,8,25,na
2016,LTER_2,Backreef,2,E13,1,0,20,24,0,56,25,na
2016,LTER_2,Backreef,2,E13,2,0,12,0,0,88,25,na
2016,LTER_2,Backreef,2,E13,3,0,48,0,0,52,25,na
2016,LTER_2,Backreef,2,E13,4,0,28,0,0,72,25,na
2016,LTER_2,Backreef,2,E13,5,0,64,4,0,32,25,na
2016,LTER_2,Backreef,2,E14,1,0,4,0,0,96,25,na
2016,LTER_2,Backreef,2,E14,2,0,52,32,0,16,25,na
2016,LTER_2,Backreef,2,E14,3,4,8,48,0,40,25,na
2016,LTER_2,Backreef,2,E14,4,16,4,4,0,76,25,na
2016,LTER_2,Backreef,2,E14,5,0,72,0,0,28,25,na
2016,LTER_2,Backreef,2,E15,1,0,0,68,0,32,25,na
2016,LTER_2,Backreef,2,E15,2,0,36,36,0,28,25,na
2016,LTER_2,Backreef,2,E15,3,0,0,4,0,96,25,na
2016,LTER_2,Backreef,2,E15,4,40,20,4,0,36,25,na
2016,LTER_2,Backreef,2,E15,5,0,100,0,0,0,25,na
2016,LTER_2,Backreef,2,N10,1,4,12,72,0,12,25,na
2016,LTER_2,Backreef,2,N10,2,0,48,0,0,52,25,na
2016,LTER_2,Backreef,2,N10,3,0,52,0,0,48,25,na
2016,LTER_2,Backreef,2,N10,4,76,12,4,0,8,25,na
2016,LTER_2,Backreef,2,N10,5,0,36,52,0,12,25,na
2016,LTER_2,Backreef,2,N6,1,0,24,52,0,24,25,na
2016,LTER_2,Backreef,2,N6,2,0,76,4,0,20,25,na
2016,LTER_2,Backreef,2,N6,3,0,44,32,0,24,25,na
2016,LTER_2,Backreef,2,N6,4,4,0,16,0,80,25,na
2016,LTER_2,Backreef,2,N6,5,0,64,20,0,16,25,na
2016,LTER_2,Backreef,2,N7,1,0,0,76,0,24,25,na
2016,LTER_2,Backreef,2,N7,2,0,32,20,0,48,25,na
2016,LTER_2,Backreef,2,N7,3,0,12,0,0,88,25,na
2016,LTER_2,Backreef,2,N7,4,0,36,28,0,36,25,na
2016,LTER_2,Backreef,2,N7,5,0,48,36,0,16,25,na
2016,LTER_2,Backreef,2,N8,1,0,0,88,0,12,25,na
2016,LTER_2,Backreef,2,N8,2,0,28,8,0,64,25,na
2016,LTER_2,Backreef,2,N8,3,0,28,0,0,72,25,na
2016,LTER_2,Backreef,2,N8,4,0,40,12,0,48,25,na
2016,LTER_2,Backreef,2,N8,5,0,56,28,0,16,25,na
2016,LTER_2,Backreef,2,N9,1,0,4,56,0,40,25,na
2016,LTER_2,Backreef,2,N9,2,0,60,12,0,28,25,na
2016,LTER_2,Backreef,2,N9,3,0,52,8,0,40,25,na
2016,LTER_2,Backreef,2,N9,4,20,40,12,0,28,25,na
2016,LTER_2,Backreef,2,N9,5,0,0,76,0,24,25,na
2016,LTER_2,Backreef,2,S1,1,0,16,36,0,48,25,na
2016,LTER_2,Backreef,2,S1,2,0,4,0,0,96,25,na
2016,LTER_2,Backreef,2,S1,3,0,64,12,0,24,25,na
2016,LTER_2,Backreef,2,S1,4,32,4,0,0,64,25,na
2016,LTER_2,Backreef,2,S1,5,0,52,32,0,16,25,na
2016,LTER_2,Backreef,2,S2,1,0,12,48,0,40,25,na
2016,LTER_2,Backreef,2,S2,2,0,4,72,0,24,25,na
2016,LTER_2,Backreef,2,S2,3,0,60,8,0,32,25,na
2016,LTER_2,Backreef,2,S2,4,16,4,20,0,60,25,na
2016,LTER_2,Backreef,2,S2,5,0,20,56,0,24,25,na
2016,LTER_2,Backreef,2,S3,1,0,44,32,0,24,25,na
2016,LTER_2,Backreef,2,S3,2,0,0,100,0,0,25,na
2016,LTER_2,Backreef,2,S3,3,0,52,0,0,48,25,na
2016,LTER_2,Backreef,2,S3,4,0,12,88,0,0,25,na
2016,LTER_2,Backreef,2,S3,5,0,0,88,0,12,25,na
2016,LTER_2,Backreef,2,S4,1,0,24,56,0,20,25,na
2016,LTER_2,Backreef,2,S4,2,0,0,72,0,28,25,na
2016,LTER_2,Backreef,2,S4,3,0,52,36,0,12,25,na
2016,LTER_2,Backreef,2,S4,4,0,0,100,0,0,25,na
2016,LTER_2,Backreef,2,S4,5,0,0,60,0,40,25,na
2016,LTER_2,Backreef,2,S5,1,0,0,76,0,24,25,na
2016,LTER_2,Backreef,2,S5,2,8,0,12,0,80,25,na
2016,LTER_2,Backreef,2,S5,3,0,24,8,0,68,25,na
2016,LTER_2,Backreef,2,S5,4,0,0,100,0,0,25,na
2016,LTER_2,Backreef,2,S5,5,0,0,0,0,100,25,na
2016,LTER_2,Backreef,2,W16,1,0,48,24,0,28,25,na
2016,LTER_2,Backreef,2,W16,2,0,8,0,0,92,25,na
2016,LTER_2,Backreef,2,W16,3,16,4,4,0,76,25,na
2016,LTER_2,Backreef,2,W16,4,8,12,28,0,52,25,na
2016,LTER_2,Backreef,2,W16,5,0,48,0,0,52,25,na
2016,LTER_2,Backreef,2,W17,1,16,56,4,0,24,25,na
2016,LTER_2,Backreef,2,W17,2,8,4,0,0,88,25,na
2016,LTER_2,Backreef,2,W17,3,4,28,48,0,20,25,na
2016,LTER_2,Backreef,2,W17,4,20,4,0,0,76,25,na
2016,LTER_2,Backreef,2,W17,5,0,64,8,0,28,25,na
2016,LTER_2,Backreef,2,W18,1,0,56,0,0,44,25,na
2016,LTER_2,Backreef,2,W18,2,0,8,0,0,92,25,na
2016,LTER_2,Backreef,2,W18,3,0,24,60,0,16,25,na
2016,LTER_2,Backreef,2,W18,4,0,16,0,0,84,25,na
2016,LTER_2,Backreef,2,W18,5,0,44,36,0,20,25,na
2016,LTER_2,Backreef,2,W19,1,0,84,0,0,16,25,na
2016,LTER_2,Backreef,2,W19,2,0,4,0,0,96,25,na
2016,LTER_2,Backreef,2,W19,3,0,8,64,0,28,25,na
2016,LTER_2,Backreef,2,W19,4,0,0,4,0,96,25,na
2016,LTER_2,Backreef,2,W19,5,0,8,40,0,52,25,na
2016,LTER_2,Backreef,2,W20,1,0,12,60,0,28,25,na
2016,LTER_2,Backreef,2,W20,2,0,96,0,0,4,25,na
2016,LTER_2,Backreef,2,W20,3,0,56,20,0,24,25,na
2016,LTER_2,Backreef,2,W20,4,4,8,24,0,64,25,na
2016,LTER_2,Backreef,2,W20,5,0,0,4,0,96,25,na
2016,LTER_3,Backreef,2,E11,2,0,16,48,0,36,25,na
2016,LTER_3,Backreef,2,E11,3,24,4,16,0,56,25,na
2016,LTER_3,Backreef,2,E11,4,0,4,0,0,96,25,na
2016,LTER_3,Backreef,2,E11,5,24,8,4,0,64,25,na
2016,LTER_3,Backreef,2,E12,2,16,4,56,0,24,25,na
2016,LTER_3,Backreef,2,E12,3,0,0,76,0,24,25,na
2016,LTER_3,Backreef,2,E12,4,4,8,24,0,64,25,na
2016,LTER_3,Backreef,2,E12,5,20,12,4,0,64,25,na
2016,LTER_3,Backreef,2,E13,2,0,12,28,0,60,25,na
2016,LTER_3,Backreef,2,E13,3,36,0,32,0,32,25,na
2016,LTER_3,Backreef,2,E13,4,4,20,36,0,40,25,na
2016,LTER_3,Backreef,2,E13,5,20,12,0,0,68,25,na
2016,LTER_3,Backreef,2,E14,2,0,4,96,0,0,25,na
2016,LTER_3,Backreef,2,E14,3,40,4,44,0,12,25,na
2016,LTER_3,Backreef,2,E14,4,0,68,0,0,32,25,na
2016,LTER_3,Backreef,2,E14,5,0,32,44,0,24,25,na
2016,LTER_3,Backreef,2,E15,2,0,48,0,0,52,25,na
2016,LTER_3,Backreef,2,E15,3,0,12,4,0,84,25,na
2016,LTER_3,Backreef,2,E15,4,0,0,8,0,92,25,na
2016,LTER_3,Backreef,2,E15,5,8,12,0,0,80,25,na
2016,LTER_3,Backreef,2,N10,2,0,12,16,0,72,25,na
2016,LTER_3,Backreef,2,N10,3,4,0,56,0,40,25,na
2016,LTER_3,Backreef,2,N10,4,0,0,8,0,92,25,na
2016,LTER_3,Backreef,2,N10,5,12,0,0,0,88,25,na
2016,LTER_3,Backreef,2,N6,2,24,12,12,0,52,25,na
2016,LTER_3,Backreef,2,N6,3,12,0,48,0,40,25,na
2016,LTER_3,Backreef,2,N6,4,16,4,4,0,76,25,na
2016,LTER_3,Backreef,2,N6,5,28,12,4,0,56,25,na
2016,LTER_3,Backreef,2,N7,2,8,32,0,0,60,25,na
2016,LTER_3,Backreef,2,N7,3,8,0,60,0,32,25,na
2016,LTER_3,Backreef,2,N7,4,20,0,48,0,32,25,na
2016,LTER_3,Backreef,2,N7,5,12,4,40,0,44,25,na
2016,LTER_3,Backreef,2,N8,2,36,16,16,0,32,25,na
2016,LTER_3,Backreef,2,N8,3,48,20,8,0,24,25,na
2016,LTER_3,Backreef,2,N8,4,4,0,92,0,4,25,na
2016,LTER_3,Backreef,2,N8,5,8,0,92,0,0,25,na
2016,LTER_3,Backreef,2,N9,2,0,40,0,0,60,25,na
2016,LTER_3,Backreef,2,N9,3,48,0,4,0,48,25,na
2016,LTER_3,Backreef,2,N9,4,24,4,60,0,12,25,na
2016,LTER_3,Backreef,2,N9,5,20,0,72,0,8,25,na
2016,LTER_3,Backreef,2,S1,2,28,4,0,0,68,25,na
2016,LTER_3,Backreef,2,S1,3,20,12,0,0,68,25,na
2016,LTER_3,Backreef,2,S1,4,24,0,60,0,16,25,na
2016,LTER_3,Backreef,2,S1,5,0,28,8,0,64,25,na
2016,LTER_3,Backreef,2,S2,2,0,0,4,0,96,25,na
2016,LTER_3,Backreef,2,S2,3,24,4,20,0,52,25,na
2016,LTER_3,Backreef,2,S2,4,12,4,56,0,28,25,na
2016,LTER_3,Backreef,2,S2,5,0,9,4,0,87,23,some sub squares omitted
2016,LTER_3,Backreef,2,S3,2,0,0,0,0,100,25,na
2016,LTER_3,Backreef,2,S3,3,12,16,28,0,44,25,na
2016,LTER_3,Backreef,2,S3,4,4,0,48,0,48,25,na
2016,LTER_3,Backreef,2,S3,5,0,17,0,0,83,24,some sub squares omitted
2016,LTER_3,Backreef,2,S4,2,24,8,4,0,64,25,na
2016,LTER_3,Backreef,2,S4,3,76,0,4,0,20,25,na
2016,LTER_3,Backreef,2,S4,4,0,0,64,0,36,25,na
2016,LTER_3,Backreef,2,S4,5,0,4,76,0,20,25,na
2016,LTER_3,Backreef,2,S5,2,64,20,0,0,16,25,na
2016,LTER_3,Backreef,2,S5,3,0,0,8,0,92,25,na
2016,LTER_3,Backreef,2,S5,4,0,0,16,0,84,25,na
2016,LTER_3,Backreef,2,S5,5,60,4,24,0,12,25,na
2016,LTER_3,Backreef,2,W16,2,8,40,8,0,44,25,na
2016,LTER_3,Backreef,2,W16,3,24,0,8,0,68,25,na
2016,LTER_3,Backreef,2,W16,4,8,16,48,0,28,25,na
2016,LTER_3,Backreef,2,W16,5,0,4,44,0,52,25,na
2016,LTER_3,Backreef,2,W17,2,28,16,0,0,56,25,na
2016,LTER_3,Backreef,2,W17,3,8,0,8,0,84,25,na
2016,LTER_3,Backreef,2,W17,4,4,24,8,0,64,25,na
2016,LTER_3,Backreef,2,W17,5,0,0,56,0,44,25,na
2016,LTER_3,Backreef,2,W18,2,40,16,0,0,44,25,na
2016,LTER_3,Backreef,2,W18,3,12,4,0,0,84,25,na
2016,LTER_3,Backreef,2,W18,4,0,0,20,0,80,25,na
2016,LTER_3,Backreef,2,W18,5,0,0,40,0,60,25,na
2016,LTER_3,Backreef,2,W19,2,4,40,0,0,56,25,na
2016,LTER_3,Backreef,2,W19,3,4,8,16,0,72,25,na
2016,LTER_3,Backreef,2,W19,4,0,0,88,0,12,25,na
2016,LTER_3,Backreef,2,W19,5,4,8,24,0,64,25,na
2016,LTER_3,Backreef,2,W20,2,32,4,48,0,16,25,na
2016,LTER_3,Backreef,2,W20,3,88,0,4,0,8,25,na
2016,LTER_3,Backreef,2,W20,4,0,12,16,0,72,25,na
2016,LTER_3,Backreef,2,W20,5,12,4,32,0,52,25,na
2016,LTER_4,Backreef,2,E11,1,20,12,4,0,64,25,na
2016,LTER_4,Backreef,2,E11,2,28,8,0,0,64,25,na
2016,LTER_4,Backreef,2,E11,3,76,0,0,0,24,25,na
2016,LTER_4,Backreef,2,E11,4,0,0,0,0,100,25,na
2016,LTER_4,Backreef,2,E11,5,24,32,0,0,44,25,na
2016,LTER_4,Backreef,2,E12,1,44,0,0,0,56,25,na
2016,LTER_4,Backreef,2,E12,2,36,4,20,0,40,25,na
2016,LTER_4,Backreef,2,E12,3,32,0,0,0,68,25,na
2016,LTER_4,Backreef,2,E12,4,16,0,8,0,76,25,na
2016,LTER_4,Backreef,2,E12,5,44,0,0,0,56,25,na
2016,LTER_4,Backreef,2,E13,1,36,4,12,0,48,25,na
2016,LTER_4,Backreef,2,E13,2,32,4,60,0,4,25,na
2016,LTER_4,Backreef,2,E13,3,32,4,44,0,20,25,na
2016,LTER_4,Backreef,2,E13,4,28,4,28,0,40,25,na
2016,LTER_4,Backreef,2,E13,5,44,0,0,0,56,25,na
2016,LTER_4,Backreef,2,E14,1,32,8,28,0,32,25,na
2016,LTER_4,Backreef,2,E14,2,36,0,48,0,16,25,na
2016,LTER_4,Backreef,2,E14,3,0,0,64,0,36,25,na
2016,LTER_4,Backreef,2,E14,4,0,0,92,0,8,25,na
2016,LTER_4,Backreef,2,E14,5,56,4,0,0,40,25,na
2016,LTER_4,Backreef,2,E15,1,52,4,24,0,20,25,na
2016,LTER_4,Backreef,2,E15,2,36,0,44,0,20,25,na
2016,LTER_4,Backreef,2,E15,3,32,0,64,0,4,25,na
2016,LTER_4,Backreef,2,E15,4,8,0,56,0,36,25,na
2016,LTER_4,Backreef,2,E15,5,56,4,40,0,0,25,na
2016,LTER_4,Backreef,2,N10,1,0,0,100,0,0,25,na
2016,LTER_4,Backreef,2,N10,2,72,0,4,0,24,25,na
2016,LTER_4,Backreef,2,N10,3,32,0,8,0,60,25,na
2016,LTER_4,Backreef,2,N10,4,32,4,0,0,64,25,na
2016,LTER_4,Backreef,2,N10,5,44,4,40,0,12,25,na
2016,LTER_4,Backreef,2,N6,1,60,0,0,0,40,25,na
2016,LTER_4,Backreef,2,N6,2,12,4,8,0,76,25,na
2016,LTER_4,Backreef,2,N6,3,56,4,16,0,24,25,na
2016,LTER_4,Backreef,2,N6,4,20,0,0,0,80,25,na
2016,LTER_4,Backreef,2,N6,5,4,4,0,0,92,25,na
2016,LTER_4,Backreef,2,N7,1,16,16,20,0,48,25,na
2016,LTER_4,Backreef,2,N7,2,64,0,12,0,24,25,na
2016,LTER_4,Backreef,2,N7,3,4,0,80,0,16,25,na
2016,LTER_4,Backreef,2,N7,4,4,8,0,0,88,25,na
2016,LTER_4,Backreef,2,N7,5,48,16,0,0,36,25,na
2016,LTER_4,Backreef,2,N8,1,24,0,56,0,20,25,na
2016,LTER_4,Backreef,2,N8,2,96,0,0,0,4,25,na
2016,LTER_4,Backreef,2,N8,3,0,0,44,0,56,25,na
2016,LTER_4,Backreef,2,N8,4,0,0,0,0,100,25,na
2016,LTER_4,Backreef,2,N8,5,92,4,4,0,0,25,na
2016,LTER_4,Backreef,2,N9,1,0,0,100,0,0,25,na
2016,LTER_4,Backreef,2,N9,2,72,4,0,0,24,25,na
2016,LTER_4,Backreef,2,N9,3,0,16,40,0,44,25,na
2016,LTER_4,Backreef,2,N9,4,24,8,0,0,68,25,na
2016,LTER_4,Backreef,2,N9,5,52,4,32,0,12,25,na
2016,LTER_4,Backreef,2,S1,1,36,16,24,0,24,25,na
2016,LTER_4,Backreef,2,S1,2,16,0,0,0,84,25,na
2016,LTER_4,Backreef,2,S1,3,28,24,16,0,32,25,na
2016,LTER_4,Backreef,2,S1,4,16,4,8,0,72,25,na
2016,LTER_4,Backreef,2,S1,5,24,48,0,0,28,25,na
2016,LTER_4,Backreef,2,S2,1,12,0,0,0,88,25,na
2016,LTER_4,Backreef,2,S2,2,28,8,24,0,40,25,na
2016,LTER_4,Backreef,2,S2,3,20,12,4,0,64,25,na
2016,LTER_4,Backreef,2,S2,4,20,12,48,0,20,25,na
2016,LTER_4,Backreef,2,S2,5,16,64,0,4,16,25,na
2016,LTER_4,Backreef,2,S3,1,36,0,0,0,64,25,na
2016,LTER_4,Backreef,2,S3,2,0,20,52,0,28,25,na
2016,LTER_4,Backreef,2,S3,3,40,4,8,0,48,25,na
2016,LTER_4,Backreef,2,S3,4,8,12,48,0,32,25,na
2016,LTER_4,Backreef,2,S3,5,0,20,0,80,0,25,na
2016,LTER_4,Backreef,2,S4,1,48,4,0,0,48,25,na
2016,LTER_4,Backreef,2,S4,2,4,20,48,0,28,25,na
2016,LTER_4,Backreef,2,S4,3,52,0,20,0,28,25,na
2016,LTER_4,Backreef,2,S4,4,0,0,0,0,100,25,na
2016,LTER_4,Backreef,2,S4,5,0,12,0,84,4,25,na
2016,LTER_4,Backreef,2,S5,1,24,4,52,0,20,25,na
2016,LTER_4,Backreef,2,S5,2,44,0,44,0,12,25,na
2016,LTER_4,Backreef,2,S5,3,0,0,40,0,60,25,na
2016,LTER_4,Backreef,2,S5,4,24,8,12,0,56,25,na
2016,LTER_4,Backreef,2,S5,5,28,4,8,0,60,25,na
2016,LTER_4,Backreef,2,W16,1,48,4,12,0,36,25,na
2016,LTER_4,Backreef,2,W16,2,28,0,8,0,64,25,na
2016,LTER_4,Backreef,2,W16,3,40,16,8,0,36,25,na
2016,LTER_4,Backreef,2,W16,4,16,4,64,0,16,25,na
2016,LTER_4,Backreef,2,W16,5,0,28,0,0,72,25,na
2016,LTER_4,Backreef,2,W17,1,20,0,16,0,64,25,na
2016,LTER_4,Backreef,2,W17,2,16,0,40,0,44,25,na
2016,LTER_4,Backreef,2,W17,3,60,8,20,0,12,25,na
2016,LTER_4,Backreef,2,W17,4,12,0,20,0,68,25,na
2016,LTER_4,Backreef,2,W17,5,20,4,52,0,24,25,na
2016,LTER_4,Backreef,2,W18,1,28,4,4,0,64,25,na
2016,LTER_4,Backreef,2,W18,2,4,0,96,0,0,25,na
2016,LTER_4,Backreef,2,W18,3,24,8,28,0,40,25,na
2016,LTER_4,Backreef,2,W18,4,0,4,32,0,64,25,na
2016,LTER_4,Backreef,2,W18,5,20,0,32,0,48,25,na
2016,LTER_4,Backreef,2,W19,1,0,4,68,0,28,25,na
2016,LTER_4,Backreef,2,W19,2,8,0,92,0,0,25,na
2016,LTER_4,Backreef,2,W19,3,32,16,0,0,52,25,na
2016,LTER_4,Backreef,2,W19,4,0,0,72,0,28,25,na
2016,LTER_4,Backreef,2,W19,5,52,0,32,0,16,25,na
2016,LTER_4,Backreef,2,W20,1,12,0,36,0,52,25,na
2016,LTER_4,Backreef,2,W20,2,56,12,0,0,32,25,na
2016,LTER_4,Backreef,2,W20,3,40,4,32,0,24,25,na
2016,LTER_4,Backreef,2,W20,4,32,0,20,0,48,25,na
2016,LTER_4,Backreef,2,W20,5,24,4,0,0,72,25,na
2016,LTER_5,Backreef,2,E11,1,0,0,16,0,84,25,na
2016,LTER_5,Backreef,2,E11,2,4,4,0,0,92,25,na
2016,LTER_5,Backreef,2,E11,3,52,16,0,0,32,25,na
2016,LTER_5,Backreef,2,E11,4,20,8,16,28,28,25,na
2016,LTER_5,Backreef,2,E11,5,16,8,20,0,56,25,na
2016,LTER_5,Backreef,2,E12,1,4,0,72,0,24,25,na
2016,LTER_5,Backreef,2,E12,2,12,4,0,0,84,25,na
2016,LTER_5,Backreef,2,E12,3,4,4,4,0,88,25,na
2016,LTER_5,Backreef,2,E12,4,4,0,88,4,4,25,na
2016,LTER_5,Backreef,2,E12,5,8,0,92,0,0,25,na
2016,LTER_5,Backreef,2,E13,1,8,0,88,0,4,25,na
2016,LTER_5,Backreef,2,E13,2,60,4,24,0,12,25,na
2016,LTER_5,Backreef,2,E13,3,0,0,4,0,96,25,na
2016,LTER_5,Backreef,2,E13,4,0,0,84,0,16,25,na
2016,LTER_5,Backreef,2,E13,5,4,0,48,0,48,25,na
2016,LTER_5,Backreef,2,E14,1,32,0,12,0,56,25,na
2016,LTER_5,Backreef,2,E14,2,16,0,0,0,84,25,na
2016,LTER_5,Backreef,2,E14,3,24,12,40,0,24,25,na
2016,LTER_5,Backreef,2,E14,4,16,4,44,0,36,25,na
2016,LTER_5,Backreef,2,E14,5,36,0,32,0,32,25,na
2016,LTER_5,Backreef,2,E15,1,16,0,76,0,8,25,na
2016,LTER_5,Backreef,2,E15,2,8,4,16,0,72,25,na
2016,LTER_5,Backreef,2,E15,3,8,0,0,0,92,25,na
2016,LTER_5,Backreef,2,E15,4,0,4,60,0,36,25,na
2016,LTER_5,Backreef,2,E15,5,20,24,8,0,48,25,na
2016,LTER_5,Backreef,2,N10,1,24,0,32,0,44,25,na
2016,LTER_5,Backreef,2,N10,2,12,0,56,0,32,25,na
2016,LTER_5,Backreef,2,N10,3,0,0,84,0,16,25,na
2016,LTER_5,Backreef,2,N10,4,16,8,40,0,36,25,na
2016,LTER_5,Backreef,2,N10,5,8,4,80,0,8,25,na
2016,LTER_5,Backreef,2,N6,1,0,0,68,0,32,25,na
2016,LTER_5,Backreef,2,N6,2,44,8,0,0,48,25,na
2016,LTER_5,Backreef,2,N6,3,16,8,32,0,44,25,na
2016,LTER_5,Backreef,2,N6,4,4,12,16,0,68,25,na
2016,LTER_5,Backreef,2,N6,5,28,4,48,0,20,25,na
2016,LTER_5,Backreef,2,N7,1,32,0,0,0,68,25,na
2016,LTER_5,Backreef,2,N7,2,0,0,80,0,20,25,na
2016,LTER_5,Backreef,2,N7,3,0,0,80,0,20,25,na
2016,LTER_5,Backreef,2,N7,4,64,0,0,0,36,14,some sub squares omitted
2016,LTER_5,Backreef,2,N7,5,68,8,0,0,24,25,na
2016,LTER_5,Backreef,2,N8,1,36,0,4,0,60,25,na
2016,LTER_5,Backreef,2,N8,2,28,12,20,0,40,25,na
2016,LTER_5,Backreef,2,N8,3,4,8,60,0,28,25,na
2016,LTER_5,Backreef,2,N8,4,0,24,0,0,76,25,na
2016,LTER_5,Backreef,2,N8,5,48,16,4,0,32,25,na
2016,LTER_5,Backreef,2,N9,1,24,0,44,0,32,25,na
2016,LTER_5,Backreef,2,N9,2,36,0,32,0,32,25,na
2016,LTER_5,Backreef,2,N9,3,0,4,84,0,12,25,na
2016,LTER_5,Backreef,2,N9,4,16,24,24,0,36,25,na
2016,LTER_5,Backreef,2,N9,5,12,8,0,0,80,25,na
2016,LTER_5,Backreef,2,S1,1,8,0,40,0,52,25,na
2016,LTER_5,Backreef,2,S1,2,0,16,56,0,28,25,na
2016,LTER_5,Backreef,2,S1,3,32,12,8,0,48,25,na
2016,LTER_5,Backreef,2,S1,4,4,12,20,48,16,25,na
2016,LTER_5,Backreef,2,S1,5,32,4,36,0,28,25,na
2016,LTER_5,Backreef,2,S2,1,64,4,8,0,24,25,na
2016,LTER_5,Backreef,2,S2,2,0,0,100,0,0,25,na
2016,LTER_5,Backreef,2,S2,3,12,16,44,0,28,25,na
2016,LTER_5,Backreef,2,S2,4,4,0,24,24,48,25,na
2016,LTER_5,Backreef,2,S2,5,60,28,8,0,4,25,na
2016,LTER_5,Backreef,2,S3,1,32,36,0,0,32,25,na
2016,LTER_5,Backreef,2,S3,2,0,0,100,0,0,25,na
2016,LTER_5,Backreef,2,S3,3,36,12,36,0,16,25,na
2016,LTER_5,Backreef,2,S3,4,4,32,0,0,64,25,na
2016,LTER_5,Backreef,2,S3,5,56,12,0,0,32,25,na
2016,LTER_5,Backreef,2,S4,1,16,12,0,0,72,25,na
2016,LTER_5,Backreef,2,S4,2,20,0,68,0,12,25,na
2016,LTER_5,Backreef,2,S4,3,16,0,76,0,8,25,na
