Year,Site,Habitat,Genus,Dry_Weight,C,H,N,CN_ratio,Comment
2012,LTER_6,Reefcrest,Turbinaria,2693,31.2,4.31,0.64,49,NA
2012,LTER_6,Reefcrest,Turbinaria,2492,29.6,4.18,0.66,45,NA
2012,LTER_6,Reefcrest,Turbinaria,2705,26.4,3.59,0.58,45.7,NA
2012,LTER_6,Reefcrest,Turbinaria,2363,29.4,3.93,0.66,44.6,NA
2012,LTER_6,Reefcrest,Turbinaria,2913,28.1,3.86,0.59,48.1,NA
2012,LTER_6,Reefcrest,Turbinaria,2370,28.3,3.92,0.65,43.8,NA
2012,LTER_6,Reefcrest,Turbinaria,2294,28.3,3.72,0.62,45.5,NA
2012,LTER_6,Reefcrest,Turbinaria,2851,30.2,4.25,0.78,39,NA
2013,LTER_1,Backreef,Sargassum,2423,25.8,3.57,1.2,21.5,NA
2013,LTER_1,Backreef,Sargassum,2154,30.7,4.35,1.58,19.4,NA
2013,LTER_1,Backreef,Sargassum,2984,30.5,4.18,1.11,27.6,NA
2013,LTER_1,Backreef,Sargassum,2969,28.5,4.04,1.19,24,NA
2013,LTER_1,Backreef,Sargassum,2649,26.4,3.55,1.08,24.3,NA
2013,LTER_1,Backreef,Sargassum,2122,29.3,4.11,1.29,22.7,NA
2013,LTER_1,Backreef,Sargassum,2863,27.5,3.86,1.18,23.3,NA
2013,LTER_1,Backreef,Sargassum,2474,29,4.16,1.37,21.2,NA
2013,LTER_1,Backreef,Sargassum,2519,30.9,4.52,1.39,22.2,NA
2013,LTER_1,Backreef,Sargassum,2773,29.6,4.36,1.48,20,NA
2013,LTER_1,Backreef,Turbinaria,2609,23.7,2.99,0.65,36.4,NA
2013,LTER_1,Backreef,Turbinaria,2345,24.9,3.29,0.7,35.8,NA
2013,LTER_1,Backreef,Turbinaria,2160,25.2,3.42,0.69,36.4,NA
2013,LTER_1,Backreef,Turbinaria,2203,25,3.22,0.64,39.4,NA
2013,LTER_1,Backreef,Turbinaria,2755,24,3.18,0.71,33.7,NA
2013,LTER_1,Backreef,Turbinaria,2631,27,3.61,0.77,35.1,NA
2013,LTER_1,Backreef,Turbinaria,2671,23.9,3.02,0.65,36.6,NA
2013,LTER_1,Backreef,Turbinaria,2998,22.6,2.85,0.62,36.3,NA
2013,LTER_1,Backreef,Turbinaria,2819,25.9,3.45,0.65,39.7,NA
2013,LTER_1,Fringing,Turbinaria,2090,23.2,3.05,0.69,33.6,NA
2013,LTER_1,Fringing,Turbinaria,2103,24.5,3.11,0.73,33.5,NA
2013,LTER_1,Fringing,Turbinaria,2030,24.7,3.17,0.86,28.9,NA
2013,LTER_1,Fringing,Turbinaria,2698,23.8,3.07,0.66,35.9,NA
2013,LTER_1,Fringing,Turbinaria,2501,25.1,3.25,0.7,35.6,NA
2013,LTER_1,Fringing,Turbinaria,2193,25.2,3.3,0.86,29.4,NA
2013,LTER_1,Fringing,Turbinaria,2497,25,3.23,0.59,42.5,NA
2013,LTER_1,Fringing,Turbinaria,2525,24.2,3.24,0.71,34,NA
2013,LTER_1,Fringing,Turbinaria,2066,22.3,2.81,0.57,38.8,NA
2013,LTER_1,Fringing,Turbinaria,2339,23.1,2.91,0.71,32.7,NA
2013,LTER_1,Reefcrest,Sargassum,2501,30.5,4.24,1.16,26.3,NA
2013,LTER_1,Reefcrest,Sargassum,2465,31.8,4.55,1.12,28.3,NA
2013,LTER_1,Reefcrest,Sargassum,2435,30.8,4.43,1.29,23.9,NA
2013,LTER_1,Reefcrest,Sargassum,2305,28.5,4.12,1.1,25.9,NA
2013,LTER_1,Reefcrest,Sargassum,2470,32.5,4.73,1,32.6,NA
2013,LTER_1,Reefcrest,Sargassum,2738,28.5,3.88,1.16,24.7,NA
2013,LTER_1,Reefcrest,Sargassum,2239,26.5,3.63,1.22,21.8,NA
2013,LTER_1,Reefcrest,Sargassum,2718,26.9,3.6,1.32,20.4,NA
2013,LTER_1,Reefcrest,Sargassum,2136,29.4,3.95,1.19,24.7,NA
2013,LTER_1,Reefcrest,Sargassum,2902,28.4,3.85,1.02,28,NA
2013,LTER_1,Reefcrest,Turbinaria,2228,26.5,3.51,0.69,38.3,NA
2013,LTER_1,Reefcrest,Turbinaria,2189,24.9,3.19,0.87,28.8,NA
2013,LTER_1,Reefcrest,Turbinaria,2501,24.3,3.12,0.65,37.6,NA
2013,LTER_1,Reefcrest,Turbinaria,2109,22.5,2.86,0.84,26.9,NA
2013,LTER_1,Reefcrest,Turbinaria,2470,23,2.9,0.89,25.9,NA
2013,LTER_1,Reefcrest,Turbinaria,2916,25.5,3.38,0.72,35.3,NA
2013,LTER_1,Reefcrest,Turbinaria,2400,26.3,3.54,0.73,35.9,NA
2013,LTER_1,Reefcrest,Turbinaria,2507,28.2,3.89,0.74,38.1,NA
2013,LTER_1,Reefcrest,Turbinaria,2623,23.5,3,1.02,23.1,NA
2013,LTER_1,Reefcrest,Turbinaria,2464,27,3.62,0.75,36,NA
2013,LTER_2,Backreef,Sargassum,2174,32.3,4.5,1.52,21.3,NA
2013,LTER_2,Backreef,Sargassum,2310,29.6,3.91,1.42,20.9,NA
2013,LTER_2,Backreef,Sargassum,2140,31.6,4.45,1.33,23.7,NA
2013,LTER_2,Backreef,Sargassum,2043,29.8,4.09,1.57,19.1,NA
2013,LTER_2,Backreef,Sargassum,2718,31.1,4.38,1.35,23.1,NA
2013,LTER_2,Backreef,Sargassum,2544,28.5,3.95,1.72,16.6,NA
2013,LTER_2,Backreef,Sargassum,2890,29.2,3.98,1.36,21.5,NA
2013,LTER_2,Backreef,Sargassum,2630,29.1,4.11,1.45,20.1,NA
2013,LTER_2,Backreef,Sargassum,2692,28.8,3.99,1.39,20.8,NA
2013,LTER_2,Backreef,Sargassum,2290,27.8,3.83,1.45,19.2,NA
2013,LTER_2,Backreef,Turbinaria,2538,22.5,2.75,0.52,43.1,NA
2013,LTER_2,Backreef,Turbinaria,2054,24.8,3.19,0.66,37.4,NA
2013,LTER_2,Backreef,Turbinaria,2704,24.6,3.25,0.62,39.6,NA
2013,LTER_2,Backreef,Turbinaria,2887,25.8,3.41,0.69,37.4,NA
2013,LTER_2,Backreef,Turbinaria,2989,26.7,3.57,0.84,31.9,NA
2013,LTER_2,Backreef,Turbinaria,2673,25.9,3.53,0.74,34.8,NA
2013,LTER_2,Backreef,Turbinaria,2337,25.3,3.37,0.83,30.6,NA
2013,LTER_2,Backreef,Turbinaria,2437,24.6,3.11,0.72,34.4,NA
2013,LTER_2,Backreef,Turbinaria,2998,24.6,3.16,0.72,34,NA
2013,LTER_2,Backreef,Turbinaria,2279,25.5,3.4,0.78,32.9,NA
2013,LTER_2,Fringing,Turbinaria,2202,23.1,3.02,0.79,29.5,NA
2013,LTER_2,Fringing,Turbinaria,2844,24.8,3.22,0.92,27,NA
2013,LTER_2,Fringing,Turbinaria,2735,23.8,3.19,0.72,33,NA
2013,LTER_2,Fringing,Turbinaria,2911,22.4,2.92,0.72,30.9,NA
2013,LTER_2,Fringing,Turbinaria,2190,25.3,3.31,1.05,24,NA
2013,LTER_2,Fringing,Turbinaria,2515,26.2,3.42,0.85,30.9,NA
2013,LTER_2,Fringing,Turbinaria,2843,23.4,3.01,0.77,30.4,NA
2013,LTER_2,Fringing,Turbinaria,2376,26.4,3.66,0.88,29.9,NA
2013,LTER_2,Fringing,Turbinaria,2661,24.5,3.22,0.66,36.9,NA
2013,LTER_2,Fringing,Turbinaria,2168,26.1,3.38,0.84,31.2,NA
2013,LTER_2,Reefcrest,Sargassum,2789,29.8,4.16,1.28,23.3,NA
2013,LTER_2,Reefcrest,Sargassum,2688,29.6,4.2,1.06,27.8,NA
2013,LTER_2,Reefcrest,Sargassum,2372,26.8,3.62,1.26,21.3,NA
2013,LTER_2,Reefcrest,Sargassum,2659,30.5,4.46,0.89,34.2,NA
2013,LTER_2,Reefcrest,Sargassum,2258,32.6,4.84,0.91,35.9,NA
2013,LTER_2,Reefcrest,Sargassum,2823,29,3.87,1.13,25.7,NA
2013,LTER_2,Reefcrest,Sargassum,2817,27.9,3.78,1.35,20.6,NA
2013,LTER_2,Reefcrest,Sargassum,2804,32.6,4.75,0.82,40,NA
2013,LTER_2,Reefcrest,Sargassum,2280,31.3,4.28,1.01,31.1,NA
2013,LTER_2,Reefcrest,Sargassum,2688,30.6,4.32,1.06,28.9,NA
2013,LTER_2,Reefcrest,Turbinaria,2843,26.4,3.49,0.65,40.7,NA
2013,LTER_2,Reefcrest,Turbinaria,2820,27.2,3.63,0.69,39.7,NA
2013,LTER_2,Reefcrest,Turbinaria,2455,26.2,3.5,0.63,41.7,NA
2013,LTER_2,Reefcrest,Turbinaria,2238,26.7,3.64,0.63,42.1,NA
2013,LTER_2,Reefcrest,Turbinaria,2606,27,3.69,0.64,42.4,NA
2013,LTER_2,Reefcrest,Turbinaria,2844,29.2,4.06,0.65,45.2,NA
2013,LTER_2,Reefcrest,Turbinaria,2449,26.6,3.73,0.53,49.7,NA
2013,LTER_2,Reefcrest,Turbinaria,2720,27,3.75,0.66,40.9,NA
2013,LTER_2,Reefcrest,Turbinaria,2396,27.7,3.83,0.57,48.5,NA
2013,LTER_2,Reefcrest,Turbinaria,2114,30.1,4.31,0.54,56,NA
2013,LTER_3,Backreef,Sargassum,2099,35.1,4.76,1.72,20.4,NA
2013,LTER_3,Backreef,Sargassum,2767,32,4.56,1.59,20.2,NA
2013,LTER_3,Backreef,Sargassum,2311,32.8,4.6,1.66,19.8,NA
2013,LTER_3,Backreef,Sargassum,2256,33.6,4.76,1.34,25.1,NA
2013,LTER_3,Backreef,Sargassum,2582,35.8,5.11,1.51,23.8,NA
2013,LTER_3,Backreef,Sargassum,2093,33.7,4.76,1.41,23.9,NA
2013,LTER_3,Backreef,Sargassum,2893,30,4.16,1.49,20.1,NA
2013,LTER_3,Backreef,Sargassum,2383,32.1,4.47,1.3,24.7,NA
2013,LTER_3,Backreef,Sargassum,2129,34.4,4.83,1.22,28.3,NA
2013,LTER_3,Backreef,Turbinaria,2112,26,3.45,0.7,37.5,NA
2013,LTER_3,Backreef,Turbinaria,2329,25.1,3.36,0.64,39.5,NA
2013,LTER_3,Backreef,Turbinaria,2701,24.5,3.35,0.8,30.8,NA
2013,LTER_3,Backreef,Turbinaria,4594,14.1,1.87,0.38,36.8,NA
2013,LTER_3,Backreef,Turbinaria,1933,26.6,3.55,0.68,38.9,NA
2013,LTER_3,Backreef,Turbinaria,2371,26.5,3.5,0.65,41,NA
2013,LTER_3,Backreef,Turbinaria,2200,25.6,3.44,0.55,47,NA
2013,LTER_3,Backreef,Turbinaria,2252,29.2,3.94,0.71,41.1,NA
2013,LTER_3,Backreef,Turbinaria,2653,26.9,3.62,0.65,41.4,NA
2013,LTER_3,Backreef,Turbinaria,2703,24.9,3.28,0.8,31.3,NA
2013,LTER_3,Fringing,Sargassum,2446,30.9,4.34,1.51,20.6,NA
2013,LTER_3,Fringing,Sargassum,2116,31.4,4.43,1.31,23.9,NA
2013,LTER_3,Fringing,Sargassum,3000,31.2,4.39,1.26,24.7,NA
2013,LTER_3,Fringing,Sargassum,2146,29.6,4.23,1.21,24.4,NA
2013,LTER_3,Fringing,Turbinaria,2479,22.9,2.95,0.67,34.5,NA
2013,LTER_3,Fringing,Turbinaria,2238,24,3.11,0.73,33.1,NA
2013,LTER_3,Fringing,Turbinaria,2733,24.3,3.24,0.81,30.1,NA
2013,LTER_3,Fringing,Turbinaria,2988,23.3,3.01,0.72,32.4,NA
2013,LTER_3,Fringing,Turbinaria,2879,24.5,3.35,0.81,30.2,NA
2013,LTER_3,Fringing,Turbinaria,2846,22.8,2.95,0.8,28.7,NA
2013,LTER_3,Fringing,Turbinaria,2534,22.4,2.85,0.81,27.7,NA
2013,LTER_3,Fringing,Turbinaria,2360,22.5,2.96,0.72,31.5,NA
2013,LTER_3,Fringing,Turbinaria,2390,21.5,2.69,0.8,27,NA
2013,LTER_3,Fringing,Turbinaria,1988,25.3,3.34,0.83,30.7,NA
2013,LTER_3,Reefcrest,Sargassum,2108,27.1,3.87,1.06,25.5,NA
2013,LTER_3,Reefcrest,Sargassum,2401,31.7,4.38,1.18,26.9,NA
2013,LTER_3,Reefcrest,Sargassum,2249,29.3,4.12,1.16,25.2,NA
2013,LTER_3,Reefcrest,Sargassum,2180,30.5,4.48,0.87,35,NA
2013,LTER_3,Reefcrest,Sargassum,2848,27.8,4,0.94,29.6,NA
2013,LTER_3,Reefcrest,Sargassum,2523,33.2,4.91,1.11,30,NA
2013,LTER_3,Reefcrest,Sargassum,2585,26.4,3.7,0.84,31.3,NA
2013,LTER_3,Reefcrest,Sargassum,2366,33.9,5.04,0.99,34.4,NA
2013,LTER_3,Reefcrest,Sargassum,2806,34.9,5.27,0.99,35.2,NA
2013,LTER_3,Reefcrest,Sargassum,2930,30.2,4.38,0.95,32,NA
2013,LTER_3,Reefcrest,Turbinaria,2177,29.7,4.1,0.58,51.6,NA
2013,LTER_3,Reefcrest,Turbinaria,2890,27.9,3.94,0.43,65.1,NA
2013,LTER_3,Reefcrest,Turbinaria,2240,28.1,3.93,0.44,63.7,NA
2013,LTER_3,Reefcrest,Turbinaria,2060,28.6,3.8,0.66,43.3,NA
2013,LTER_3,Reefcrest,Turbinaria,2185,29.8,4.22,0.41,72.8,NA
2013,LTER_3,Reefcrest,Turbinaria,2372,30.2,4.28,0.62,48.8,NA
2013,LTER_3,Reefcrest,Turbinaria,2579,29.8,4.42,0.6,49.6,NA
2013,LTER_3,Reefcrest,Turbinaria,2594,29.2,4.23,0.58,50.7,NA
2013,LTER_3,Reefcrest,Turbinaria,2842,28.1,4.04,0.67,42.1,NA
2013,LTER_3,Reefcrest,Turbinaria,2537,28.9,4.26,0.54,53.3,NA
2013,LTER_4,Backreef,Sargassum,2755,31.9,4.33,1.15,27.7,NA
2013,LTER_4,Backreef,Sargassum,2395,30.1,4.15,1.32,22.8,NA
2013,LTER_4,Backreef,Sargassum,2635,33.7,4.62,1.15,29.3,NA
2013,LTER_4,Backreef,Sargassum,2930,31.8,4.3,1.2,26.4,NA
2013,LTER_4,Backreef,Sargassum,2205,32.9,4.47,1.39,23.8,NA
2013,LTER_4,Backreef,Sargassum,2071,35.3,4.92,1.64,21.5,NA
2013,LTER_4,Backreef,Sargassum,2313,32.8,4.46,2.01,16.3,NA
2013,LTER_4,Backreef,Sargassum,2585,31.5,4.22,1.01,31.3,NA
2013,LTER_4,Backreef,Sargassum,2099,30.7,4.08,1.11,27.8,NA
2013,LTER_4,Backreef,Sargassum,2313,32.3,4.34,0.98,32.9,NA
2013,LTER_4,Backreef,Turbinaria,2765,24.2,3.3,0.58,41.7,NA
2013,LTER_4,Backreef,Turbinaria,2275,22.5,2.96,0.66,34.2,NA
2013,LTER_4,Backreef,Turbinaria,2723,27.3,3.88,0.58,47.1,NA
2013,LTER_4,Backreef,Turbinaria,2306,27.3,3.83,0.5,55,NA
2013,LTER_4,Backreef,Turbinaria,2464,23.7,3.15,0.66,36.1,NA
2013,LTER_4,Backreef,Turbinaria,2924,24.4,3.38,0.52,46.8,NA
2013,LTER_4,Backreef,Turbinaria,2021,28.9,4.25,0.49,59.2,NA
2013,LTER_4,Backreef,Turbinaria,2466,25.7,3.57,0.54,47.8,NA
2013,LTER_4,Backreef,Turbinaria,2793,28.5,4.08,0.63,45,NA
2013,LTER_4,Backreef,Turbinaria,2624,26.4,3.67,0.6,43.8,NA
2013,LTER_4,Fringing,Sargassum,2508,29.4,3.96,0.95,31.1,NA
2013,LTER_4,Fringing,Sargassum,2715,30,4.03,1.24,24.3,NA
2013,LTER_4,Fringing,Sargassum,2536,29.5,4.02,1.17,25.2,NA
2013,LTER_4,Fringing,Sargassum,2143,30.1,4.12,0.99,30.3,NA
2013,LTER_4,Fringing,Turbinaria,2803,26.6,3.79,0.7,38.1,NA
2013,LTER_4,Fringing,Turbinaria,2140,26.3,3.7,0.58,45.2,NA
2013,LTER_4,Fringing,Turbinaria,2931,24.4,3.41,0.65,37.6,NA
2013,LTER_4,Fringing,Turbinaria,2324,24.9,3.48,0.59,41.9,NA
2013,LTER_4,Fringing,Turbinaria,2285,25.5,3.57,0.72,35.6,NA
2013,LTER_4,Fringing,Turbinaria,2995,22.9,3.1,0.49,46.4,NA
2013,LTER_4,Fringing,Turbinaria,2768,23.8,3.33,0.77,31.2,NA
2013,LTER_4,Fringing,Turbinaria,2674,24.9,3.42,0.65,38.2,NA
2013,LTER_4,Fringing,Turbinaria,2595,23.6,3.31,0.55,43.1,NA
2013,LTER_4,Fringing,Turbinaria,2072,24,3.36,0.6,39.8,NA
2013,LTER_4,Reefcrest,Sargassum,2044,29.4,4.25,1.17,25.1,NA
2013,LTER_4,Reefcrest,Sargassum,2199,30.8,4.65,1.03,29.9,NA
2013,LTER_4,Reefcrest,Sargassum,2806,30.7,4.19,1.07,28.7,NA
2013,LTER_4,Reefcrest,Sargassum,2743,31.6,4.49,1.09,28.9,NA
2013,LTER_4,Reefcrest,Sargassum,2625,30,4.26,1.11,27.2,NA
2013,LTER_4,Reefcrest,Sargassum,2115,34.2,5.04,1.05,32.7,NA
2013,LTER_4,Reefcrest,Sargassum,2431,29.4,4.2,1.36,21.6,NA
2013,LTER_4,Reefcrest,Sargassum,2718,29.9,4.18,1.22,24.5,NA
2013,LTER_4,Reefcrest,Sargassum,2418,30.5,4.4,1.13,26.9,NA
2013,LTER_4,Reefcrest,Sargassum,2375,29.2,4.15,1.11,26.2,NA
2013,LTER_4,Reefcrest,Turbinaria,2063,25.8,3.5,0.53,48.4,NA
2013,LTER_4,Reefcrest,Turbinaria,2123,30,4.44,0.58,51.6,NA
2013,LTER_4,Reefcrest,Turbinaria,2393,26.4,3.7,0.65,40.6,NA
2013,LTER_4,Reefcrest,Turbinaria,2864,29.5,4.41,0.66,45,NA
2013,LTER_4,Reefcrest,Turbinaria,1950,25.1,3.35,0.56,45.1,NA
2013,LTER_4,Reefcrest,Turbinaria,2364,31.5,4.82,0.61,51.4,NA
2013,LTER_4,Reefcrest,Turbinaria,2663,24.7,3.4,0.64,38.7,NA
2013,LTER_4,Reefcrest,Turbinaria,2160,26.9,3.78,0.57,47.1,NA
2013,LTER_4,Reefcrest,Turbinaria,2822,25.3,3.48,0.53,47.6,NA
2013,LTER_4,Reefcrest,Turbinaria,2952,27.7,4.08,0.55,50,NA
2013,LTER_5,Backreef,Sargassum,2122,34.7,4.89,1.05,33.1,NA
2013,LTER_5,Backreef,Sargassum,2173,33.4,4.78,1.34,24.9,NA
2013,LTER_5,Backreef,Sargassum,2177,33.2,4.69,1.64,20.2,NA
2013,LTER_5,Backreef,Sargassum,2797,32.3,4.73,1.21,26.8,NA
2013,LTER_5,Backreef,Sargassum,2231,33.2,4.6,1.38,24,NA
2013,LTER_5,Backreef,Sargassum,2713,31.5,4.44,1.41,22.4,NA
2013,LTER_5,Backreef,Sargassum,2481,30.1,4.08,1.08,27.9,NA
2013,LTER_5,Backreef,Sargassum,2993,34.9,5.13,1,34.9,NA
2013,LTER_5,Backreef,Sargassum,2867,33.3,4.56,1.22,27.2,NA
2013,LTER_5,Backreef,Sargassum,2167,34.3,4.86,1.52,22.6,NA
2013,LTER_5,Backreef,Turbinaria,2138,27.6,3.83,0.75,36.8,NA
2013,LTER_5,Backreef,Turbinaria,2196,26.6,3.7,0.62,42.6,NA
2013,LTER_5,Backreef,Turbinaria,2700,26.6,3.78,0.57,46.5,NA
2013,LTER_5,Backreef,Turbinaria,2468,24.9,3.41,0.76,32.7,NA
2013,LTER_5,Backreef,Turbinaria,2659,24.9,3.52,0.71,35,NA
2013,LTER_5,Backreef,Turbinaria,2848,25.7,3.53,0.62,41.7,NA
2013,LTER_5,Backreef,Turbinaria,2818,25.5,3.64,0.64,39.8,NA
2013,LTER_5,Backreef,Turbinaria,2055,27.1,3.68,0.69,39.6,NA
2013,LTER_5,Backreef,Turbinaria,2566,21.1,2.84,0.47,45,NA
2013,LTER_5,Backreef,Turbinaria,2998,25.3,3.55,0.63,40.5,NA
2013,LTER_5,Fringing,Turbinaria,2723,24.3,3.27,0.76,32,NA
2013,LTER_5,Fringing,Turbinaria,2903,26.9,3.76,0.86,31.2,NA
2013,LTER_5,Fringing,Turbinaria,2521,26.8,3.59,0.84,31.9,NA
2013,LTER_5,Fringing,Turbinaria,2803,26.7,3.62,0.89,29.9,NA
2013,LTER_5,Fringing,Turbinaria,2224,26.8,3.56,0.91,29.5,NA
2013,LTER_5,Fringing,Turbinaria,2960,25.5,3.37,0.77,33,NA
2013,LTER_5,Fringing,Turbinaria,2656,25.4,3.45,0.76,33.3,NA
2013,LTER_5,Fringing,Turbinaria,2331,26.8,3.6,0.94,28.4,NA
2013,LTER_5,Fringing,Turbinaria,2808,25.3,3.4,0.84,30,NA
2013,LTER_5,Fringing,Turbinaria,2383,24.2,3.18,0.77,31.7,NA
2013,LTER_5,Reefcrest,Sargassum,2900,28.4,3.9,1,28.4,NA
2013,LTER_5,Reefcrest,Sargassum,2238,30.7,4.34,0.86,35.9,NA
2013,LTER_5,Reefcrest,Sargassum,2593,30.2,4.18,1.02,29.5,NA
2013,LTER_5,Reefcrest,Sargassum,2803,32.4,4.37,1.13,28.7,NA
2013,LTER_5,Reefcrest,Sargassum,2694,32.1,4.53,0.94,34,NA
2013,LTER_5,Reefcrest,Sargassum,2866,32.8,4.59,1.22,26.8,NA
2013,LTER_5,Reefcrest,Sargassum,2506,30.4,4,0.99,30.7,NA
2013,LTER_5,Reefcrest,Sargassum,2472,31.4,4.44,1.24,25.3,NA
2013,LTER_5,Reefcrest,Sargassum,2183,31.6,4.6,1,31.7,NA
2013,LTER_5,Reefcrest,Turbinaria,2373,27.5,3.86,0.73,37.6,NA
2013,LTER_5,Reefcrest,Turbinaria,2106,26.9,3.85,0.74,36.6,NA
2013,LTER_5,Reefcrest,Turbinaria,2328,25.2,3.35,0.77,32.8,NA
2013,LTER_5,Reefcrest,Turbinaria,2184,26,3.7,0.62,42.1,NA
2013,LTER_5,Reefcrest,Turbinaria,2506,26.6,3.71,0.73,36.7,NA
2013,LTER_5,Reefcrest,Turbinaria,2712,25.3,3.58,0.58,43.5,NA
2013,LTER_5,Reefcrest,Turbinaria,2481,25.8,3.61,0.75,34.5,NA
2013,LTER_5,Reefcrest,Turbinaria,2761,25.6,3.73,0.61,42.3,NA
2013,LTER_5,Reefcrest,Turbinaria,2881,26.9,3.94,0.77,35.1,NA
2013,LTER_5,Reefcrest,Turbinaria,2110,27.2,3.87,0.78,34.9,NA
2013,LTER_6,Backreef,Sargassum,2587,32.8,4.59,1.27,25.8,NA
2013,LTER_6,Backreef,Turbinaria,2257,27.8,3.93,0.69,40.6,NA
2013,LTER_6,Backreef,Turbinaria,2904,27.8,4.15,0.58,48.3,NA
2013,LTER_6,Backreef,Turbinaria,2763,25.8,3.58,0.82,31.4,NA
2013,LTER_6,Backreef,Turbinaria,2975,28.3,4.17,0.67,41.9,NA
2013,LTER_6,Backreef,Turbinaria,2142,27.6,4.03,0.64,43.1,NA
2013,LTER_6,Backreef,Turbinaria,2088,26.4,3.61,0.73,36.3,NA
2013,LTER_6,Backreef,Turbinaria,2124,31.4,4.63,0.53,58.9,NA
2013,LTER_6,Backreef,Turbinaria,2976,28,4.15,0.48,58.6,NA
2013,LTER_6,Backreef,Turbinaria,2119,26.9,3.66,0.73,37.1,NA
2013,LTER_6,Backreef,Turbinaria,2609,29.7,4.33,0.56,52.8,NA
2013,LTER_6,Fringing,Turbinaria,2663,26,3.47,0.77,33.8,NA
2013,LTER_6,Fringing,Turbinaria,2228,25.8,3.56,0.83,31,NA
2013,LTER_6,Fringing,Turbinaria,2360,27.1,3.73,0.78,34.9,NA
2013,LTER_6,Fringing,Turbinaria,2133,27.7,3.81,0.94,29.4,NA
2013,LTER_6,Fringing,Turbinaria,2604,27.1,3.73,0.81,33.6,NA
2013,LTER_6,Fringing,Turbinaria,2956,25.1,3.58,0.67,37.5,NA
2013,LTER_6,Fringing,Turbinaria,2501,25.8,3.63,0.88,29.4,NA
2013,LTER_6,Fringing,Turbinaria,2968,27.3,3.75,0.86,31.8,NA
2013,LTER_6,Fringing,Turbinaria,2078,26.2,3.66,0.76,34.6,NA
2013,LTER_6,Fringing,Turbinaria,2609,27.4,3.85,0.85,32.3,NA
2013,LTER_6,Reefcrest,Sargassum,2389,31.4,4.53,1.23,25.5,NA
2013,LTER_6,Reefcrest,Sargassum,2029,32.7,4.78,1.25,26.2,NA
2013,LTER_6,Reefcrest,Sargassum,2420,31.1,4.45,1.23,25.3,NA
2013,LTER_6,Reefcrest,Sargassum,2330,31.8,4.57,1.23,25.9,NA
2013,LTER_6,Reefcrest,Sargassum,2450,28.9,3.99,1.3,22.2,NA
2013,LTER_6,Reefcrest,Sargassum,2662,28.1,3.7,1.11,25.4,NA
2013,LTER_6,Reefcrest,Sargassum,2376,31.8,4.4,1.11,28.6,NA
2013,LTER_6,Reefcrest,Sargassum,2152,28.8,3.75,1.39,20.8,NA
2013,LTER_6,Reefcrest,Sargassum,2198,29.1,3.86,1.27,22.9,NA
2013,LTER_6,Reefcrest,Sargassum,2582,31.9,4.43,1.37,23.3,NA
2013,LTER_6,Reefcrest,Turbinaria,2765,28.8,4.11,0.57,50.7,NA
2013,LTER_6,Reefcrest,Turbinaria,2457,28.4,4.13,0.54,52.5,NA
2013,LTER_6,Reefcrest,Turbinaria,2644,28.6,4.29,0.6,47.6,NA
2013,LTER_6,Reefcrest,Turbinaria,2022,29.3,4.13,0.52,56.2,NA
2013,LTER_6,Reefcrest,Turbinaria,2710,27.8,4.17,0.68,41.1,NA
2013,LTER_6,Reefcrest,Turbinaria,2028,31.3,4.85,0.68,45.8,NA
2013,LTER_6,Reefcrest,Turbinaria,2157,30.5,4.75,0.7,43.8,NA
2013,LTER_6,Reefcrest,Turbinaria,2515,27.6,4.12,0.67,41.3,NA
2013,LTER_6,Reefcrest,Turbinaria,2970,27.7,4.05,0.7,39.5,NA
2013,LTER_6,Reefcrest,Turbinaria,2270,24.5,3.48,0.73,33.6,NA
2014,LTER_1,Backreef,Sargassum,2445,24.8,3.65,0.95,26.1,NA
2014,LTER_1,Backreef,Sargassum,2426,28.6,4.22,1.19,24.1,NA
2014,LTER_1,Backreef,Sargassum,2951,24.4,3.76,0.79,30.9,NA
2014,LTER_1,Backreef,Sargassum,2379,28.6,4.11,1.13,25.4,NA
2014,LTER_1,Backreef,Sargassum,2903,26.8,3.92,1.15,23.3,NA
2014,LTER_1,Backreef,Sargassum,2382,26.5,3.77,1.16,23,NA
2014,LTER_1,Backreef,Sargassum,2461,29,4.27,1.11,26.1,NA
2014,LTER_1,Backreef,Sargassum,2544,26.6,3.95,1.24,21.4,NA
2014,LTER_1,Backreef,Sargassum,2987,27.2,3.97,1,27.3,NA
2014,LTER_1,Backreef,Turbinaria,2662,24.4,3.51,0.62,39.3,NA
2014,LTER_1,Backreef,Turbinaria,2886,25.9,3.65,0.58,44.9,NA
2014,LTER_1,Backreef,Turbinaria,2666,24.5,3.47,0.77,31.9,NA
2014,LTER_1,Backreef,Turbinaria,2983,27.7,3.98,0.47,58.3,NA
2014,LTER_1,Backreef,Turbinaria,2245,26.4,3.75,0.47,56.1,NA
2014,LTER_1,Backreef,Turbinaria,2674,26.3,3.72,0.53,49.4,NA
2014,LTER_1,Backreef,Turbinaria,2396,28.4,3.9,0.73,39,NA
2014,LTER_1,Backreef,Turbinaria,2340,26.9,3.74,0.63,42.7,NA
2014,LTER_1,Backreef,Turbinaria,2057,24.3,3.34,0.94,25.7,NA
2014,LTER_1,Backreef,Turbinaria,2766,26.7,3.75,0.69,38.9,NA
2014,LTER_1,Fringing,Turbinaria,1901,28.77,3.68,0.76,37.97,NA
